date,TempInSitu,mV,pH,Serial
2020-03-03T10:53:55Z,23.22,-86.22,8.17,197
2020-03-03T10:54:00Z,23.22,-86.22,8.17,197
2020-03-03T10:54:05Z,23.22,-86.22,8.17,197
2020-03-03T10:54:10Z,23.22,-86.22,8.17,197
2020-03-03T10:54:15Z,23.22,-86.21,8.17,197
2020-03-03T10:54:20Z,23.22,-86.22,8.17,197
2020-03-03T10:54:25Z,23.22,-86.19,8.17,197
2020-03-03T10:54:30Z,23.22,-86.19,8.17,197
2020-03-03T10:54:35Z,23.22,-86.21,8.17,197
2020-03-03T10:54:40Z,23.22,-86.19,8.17,197
2020-03-03T10:54:45Z,23.22,-86.21,8.17,197
2020-03-03T10:54:50Z,23.22,-86.21,8.17,197
2020-03-03T10:54:55Z,23.22,-86.19,8.17,197
2020-03-03T10:55:00Z,23.22,-86.19,8.17,197
2020-03-03T10:55:05Z,23.22,-86.19,8.17,197
2020-03-03T10:55:10Z,23.22,-86.19,8.17,197
2020-03-03T10:55:15Z,23.22,-86.17,8.17,197
2020-03-03T10:55:20Z,23.22,-86.19,8.17,197
2020-03-03T10:55:25Z,23.22,-86.19,8.17,197
2020-03-03T10:55:30Z,23.24,-86.17,8.17,197
2020-03-03T10:55:35Z,23.24,-86.17,8.17,197
2020-03-03T10:55:40Z,23.24,-86.16,8.17,197
2020-03-03T10:55:45Z,23.24,-86.17,8.17,197
2020-03-03T10:55:50Z,23.24,-86.17,8.17,197
2020-03-03T10:55:55Z,23.24,-86.17,8.17,197
2020-03-03T10:56:00Z,23.24,-86.16,8.17,197
2020-03-03T10:56:05Z,23.24,-86.17,8.17,197
2020-03-03T10:56:10Z,23.24,-86.16,8.17,197
2020-03-03T10:56:15Z,23.24,-86.16,8.17,197
2020-03-03T10:56:20Z,23.24,-86.17,8.17,197
2020-03-03T10:56:25Z,23.24,-86.16,8.17,197
2020-03-03T10:56:30Z,23.24,-86.16,8.17,197
2020-03-03T10:56:35Z,23.24,-86.17,8.17,197
2020-03-03T10:56:40Z,23.24,-86.16,8.17,197
2020-03-03T10:56:45Z,23.24,-86.16,8.17,197
2020-03-03T10:56:50Z,23.24,-86.14,8.17,197
2020-03-03T10:56:55Z,23.24,-86.16,8.17,197
2020-03-03T10:57:00Z,23.24,-86.69,8.18,197
2020-03-03T10:57:05Z,23.24,-86.08,8.16,197
2020-03-03T10:57:10Z,23.24,-86.13,8.17,197
2020-03-03T10:57:15Z,23.27,-86.13,8.17,197
2020-03-03T10:57:20Z,23.27,-86.14,8.17,197
2020-03-03T10:57:25Z,23.27,-86.13,8.17,197
2020-03-03T10:57:30Z,23.27,-86.14,8.17,197
2020-03-03T10:57:35Z,23.27,-86.13,8.17,197
2020-03-03T10:57:40Z,23.27,-86.13,8.17,197
2020-03-03T10:57:45Z,23.27,-86.11,8.16,197
2020-03-03T10:57:50Z,23.27,-86.13,8.17,197
2020-03-03T10:57:55Z,23.27,-86.11,8.16,197
2020-03-03T10:58:00Z,23.27,-86.13,8.17,197
2020-03-03T10:58:05Z,23.27,-86.11,8.16,197
2020-03-03T10:58:10Z,23.27,-86.16,8.17,197
2020-03-03T10:58:15Z,23.27,-86.14,8.17,197
2020-03-03T10:58:20Z,23.27,-86.13,8.17,197
2020-03-03T10:58:25Z,23.29,-86.13,8.17,197
2020-03-03T10:58:30Z,23.29,-86.13,8.17,197
2020-03-03T10:58:35Z,23.29,-86.13,8.17,197
2020-03-03T10:58:40Z,23.29,-86.13,8.17,197
2020-03-03T10:58:45Z,23.29,-86.07,8.16,197
2020-03-03T10:58:50Z,23.29,-86.07,8.16,197
2020-03-03T10:58:55Z,23.29,-86.11,8.16,197
2020-03-03T10:59:00Z,23.29,-86.13,8.17,197
2020-03-03T10:59:05Z,23.29,-86.13,8.17,197
2020-03-03T10:59:10Z,23.29,-86.11,8.16,197
2020-03-03T10:59:15Z,23.29,-86.11,8.16,197
2020-03-03T10:59:20Z,23.29,-86.11,8.16,197
2020-03-03T10:59:25Z,23.29,-86.11,8.16,197
2020-03-03T10:59:30Z,23.29,-86.11,8.16,197
2020-03-03T10:59:35Z,23.29,-86.11,8.16,197
2020-03-03T10:59:40Z,23.29,-86.11,8.16,197
2020-03-03T10:59:45Z,23.32,-86.11,8.16,197
2020-03-03T10:59:50Z,23.32,-86.11,8.16,197
2020-03-03T10:59:55Z,23.32,-86.11,8.16,197
2020-03-03T11:00:00Z,23.32,-86.13,8.17,197
2020-03-03T11:00:05Z,23.32,-86.11,8.16,197
2020-03-03T11:00:10Z,23.32,-86.11,8.16,197
2020-03-03T11:00:15Z,23.32,-86.11,8.16,197
2020-03-03T11:00:20Z,23.32,-86.11,8.16,197
2020-03-03T11:00:25Z,23.32,-86.11,8.16,197
2020-03-03T11:00:30Z,23.32,-86.11,8.16,197
2020-03-03T11:00:35Z,23.32,-86.11,8.16,197
2020-03-03T11:00:40Z,23.32,-86.11,8.16,197
2020-03-03T11:00:45Z,23.32,-86.11,8.16,197
2020-03-03T11:00:50Z,23.32,-86.11,8.16,197
2020-03-03T11:00:55Z,23.32,-86.11,8.16,197
2020-03-03T11:01:00Z,23.32,-86.21,8.17,197
2020-03-03T11:01:05Z,23.32,-86.13,8.17,197
2020-03-03T11:01:10Z,23.32,-86.1,8.16,197
2020-03-03T11:01:15Z,23.32,-86.1,8.16,197
2020-03-03T11:01:20Z,23.32,-86.1,8.16,197
2020-03-03T11:01:25Z,23.32,-86.1,8.16,197
2020-03-03T11:01:30Z,23.32,-86.1,8.16,197
2020-03-03T11:01:35Z,23.32,-86.1,8.16,197
2020-03-03T11:01:40Z,23.32,-86.11,8.16,197
2020-03-03T11:01:45Z,23.32,-86.1,8.16,197
2020-03-03T11:01:50Z,23.32,-86.1,8.16,197
2020-03-03T11:01:55Z,23.32,-86.1,8.16,197
2020-03-03T11:02:00Z,23.32,-86.1,8.16,197
2020-03-03T11:02:05Z,23.34,-86.07,8.16,197
2020-03-03T11:02:10Z,23.34,-86.1,8.16,197
2020-03-03T11:02:15Z,23.34,-86.08,8.16,197
2020-03-03T11:02:20Z,23.34,-86.08,8.16,197
2020-03-03T11:02:25Z,23.34,-86.1,8.16,197
2020-03-03T11:02:30Z,23.34,-86.08,8.16,197
2020-03-03T11:02:35Z,23.34,-86.07,8.16,197
2020-03-03T11:02:40Z,23.34,-86.17,8.17,197
2020-03-03T11:02:45Z,23.34,-86.11,8.16,197
2020-03-03T11:02:50Z,23.34,-86.07,8.16,197
2020-03-03T11:02:55Z,23.34,-86.07,8.16,197
2020-03-03T11:03:00Z,23.34,-86.08,8.16,197
2020-03-03T11:03:05Z,23.34,-86.08,8.16,197
2020-03-03T11:03:10Z,23.34,-86.07,8.16,197
2020-03-03T11:03:15Z,23.34,-86.08,8.16,197
2020-03-03T11:03:20Z,23.34,-86.08,8.16,197
2020-03-03T11:03:25Z,23.34,-86.08,8.16,197
2020-03-03T11:03:30Z,23.34,-86.07,8.16,197
2020-03-03T11:03:35Z,23.34,-86.08,8.16,197
2020-03-03T11:03:40Z,23.34,-86.08,8.16,197
2020-03-03T11:03:45Z,23.34,-86.08,8.16,197
2020-03-03T11:03:50Z,23.34,-86.08,8.16,197
2020-03-03T11:03:55Z,23.34,-86.07,8.16,197
2020-03-03T11:04:00Z,23.34,-86.07,8.16,197
2020-03-03T11:04:05Z,23.34,-86.07,8.16,197
2020-03-03T11:04:10Z,23.34,-85.74,8.16,197
2020-03-03T11:04:15Z,23.34,-86.07,8.16,197
2020-03-03T11:04:20Z,23.34,-86.08,8.16,197
2020-03-03T11:04:25Z,23.34,-86.11,8.16,197
2020-03-03T11:04:30Z,23.34,-86.07,8.16,197
2020-03-03T11:04:35Z,23.34,-86.05,8.16,197
2020-03-03T11:04:40Z,23.34,-86.03,8.16,197
2020-03-03T11:04:45Z,23.36,-86.03,8.16,197
2020-03-03T11:04:50Z,23.36,-86.02,8.16,197
2020-03-03T11:04:55Z,23.36,-86,8.16,197
2020-03-03T11:05:00Z,23.36,-86,8.16,197
2020-03-03T11:05:05Z,23.39,-85.99,8.16,197
2020-03-03T11:05:10Z,23.39,-85.97,8.16,197
2020-03-03T11:05:15Z,23.39,-85.97,8.16,197
2020-03-03T11:05:20Z,23.39,-85.96,8.16,197
2020-03-03T11:05:25Z,23.39,-85.94,8.16,197
2020-03-03T11:05:30Z,23.39,-85.94,8.16,197
2020-03-03T11:05:35Z,23.41,-85.92,8.16,197
2020-03-03T11:05:40Z,23.41,-85.91,8.16,197
2020-03-03T11:05:45Z,23.41,-85.91,8.16,197
2020-03-03T11:05:50Z,23.41,-85.89,8.16,197
2020-03-03T11:05:55Z,23.41,-85.88,8.16,197
2020-03-03T11:06:00Z,23.44,-85.88,8.16,197
2020-03-03T11:06:05Z,23.44,-85.86,8.16,197
2020-03-03T11:06:10Z,23.44,-85.85,8.16,197
2020-03-03T11:06:15Z,23.46,-85.85,8.16,197
2020-03-03T11:06:20Z,23.46,-85.83,8.16,197
2020-03-03T11:06:25Z,23.46,-85.82,8.16,197
2020-03-03T11:06:30Z,23.48,-85.8,8.16,197
2020-03-03T11:06:35Z,23.48,-85.8,8.16,197
2020-03-03T11:06:40Z,23.51,-85.78,8.16,197
2020-03-03T11:06:45Z,23.51,-85.77,8.16,197
2020-03-03T11:06:50Z,23.51,-85.75,8.16,197
2020-03-03T11:06:55Z,23.53,-85.74,8.16,197
2020-03-03T11:07:00Z,23.53,-85.72,8.16,197
2020-03-03T11:07:05Z,23.56,-85.71,8.16,197
2020-03-03T11:07:10Z,23.56,-85.69,8.16,197
2020-03-03T11:07:15Z,23.58,-85.69,8.16,197
2020-03-03T11:07:20Z,23.58,-85.67,8.16,197
2020-03-03T11:07:25Z,23.6,-85.66,8.16,197
2020-03-03T11:07:30Z,23.6,-85.64,8.16,197
2020-03-03T11:07:35Z,23.63,-85.63,8.15,197
2020-03-03T11:07:40Z,23.63,-85.61,8.15,197
2020-03-03T11:07:45Z,23.65,-85.6,8.15,197
2020-03-03T11:07:50Z,23.65,-85.6,8.15,197
2020-03-03T11:07:55Z,23.68,-85.58,8.15,197
2020-03-03T11:08:00Z,23.7,-85.57,8.15,197
2020-03-03T11:08:05Z,23.7,-85.55,8.15,197
2020-03-03T11:08:10Z,23.72,-85.53,8.15,197
2020-03-03T11:08:15Z,23.72,-85.52,8.15,197
2020-03-03T11:08:20Z,23.75,-85.52,8.15,197
2020-03-03T11:08:25Z,23.75,-85.5,8.15,197
2020-03-03T11:08:30Z,23.77,-85.49,8.15,197
2020-03-03T11:08:35Z,23.77,-85.49,8.15,197
2020-03-03T11:08:40Z,23.8,-85.47,8.15,197
2020-03-03T11:08:45Z,23.8,-85.46,8.15,197
2020-03-03T11:08:50Z,23.82,-85.44,8.15,197
2020-03-03T11:08:55Z,23.82,-85.44,8.15,197
2020-03-03T11:09:00Z,23.85,-85.41,8.15,197
2020-03-03T11:09:05Z,23.85,-85.41,8.15,197
2020-03-03T11:09:10Z,23.87,-85.39,8.15,197
2020-03-03T11:09:15Z,23.87,-85.38,8.15,197
2020-03-03T11:09:20Z,23.89,-85.38,8.15,197
2020-03-03T11:09:25Z,23.89,-85.36,8.15,197
2020-03-03T11:09:30Z,23.89,-85.35,8.15,197
2020-03-03T11:09:35Z,23.92,-85.33,8.15,197
2020-03-03T11:09:40Z,23.92,-85.33,8.15,197
2020-03-03T11:09:45Z,23.94,-85.32,8.15,197
2020-03-03T11:09:50Z,23.94,-85.3,8.15,197
2020-03-03T11:09:55Z,23.97,-85.28,8.15,197
2020-03-03T11:10:00Z,23.97,-85.28,8.15,197
2020-03-03T11:10:05Z,23.97,-85.25,8.15,197
2020-03-03T11:10:10Z,23.99,-85.25,8.15,197
2020-03-03T11:10:15Z,23.99,-85.25,8.15,197
2020-03-03T11:10:20Z,24.01,-85.24,8.15,197
2020-03-03T11:10:25Z,24.01,-85.22,8.15,197
2020-03-03T11:10:30Z,24.01,-85.21,8.15,197
2020-03-03T11:10:35Z,24.04,-85.19,8.15,197
2020-03-03T11:10:40Z,24.04,-85.19,8.15,197
2020-03-03T11:10:45Z,24.06,-85.17,8.15,197
2020-03-03T11:10:50Z,24.06,-85.16,8.14,197
2020-03-03T11:10:55Z,24.06,-85.16,8.14,197
2020-03-03T11:11:00Z,24.09,-85.14,8.14,197
2020-03-03T11:11:05Z,24.09,-85.13,8.14,197
2020-03-03T11:11:10Z,24.09,-85.13,8.14,197
2020-03-03T11:11:15Z,24.11,-85.11,8.14,197
2020-03-03T11:11:20Z,24.11,-85.11,8.14,197
2020-03-03T11:11:25Z,24.11,-85.1,8.14,197
2020-03-03T11:11:30Z,24.13,-85.08,8.14,197
2020-03-03T11:11:35Z,24.13,-85.08,8.14,197
2020-03-03T11:11:40Z,24.13,-85.07,8.14,197
2020-03-03T11:11:45Z,24.16,-85.07,8.14,197
2020-03-03T11:11:50Z,24.16,-85.05,8.14,197
2020-03-03T11:11:55Z,24.16,-85.05,8.14,197
2020-03-03T11:12:00Z,24.18,-85.07,8.14,197
2020-03-03T11:12:05Z,24.18,-85.46,8.15,197
2020-03-03T11:12:10Z,24.21,-85.03,8.14,197
2020-03-03T11:12:15Z,24.21,-85,8.14,197
2020-03-03T11:12:20Z,24.21,-85,8.14,197
2020-03-03T11:12:25Z,24.21,-84.99,8.14,197
2020-03-03T11:12:30Z,24.21,-84.99,8.14,197
2020-03-03T11:12:35Z,24.21,-84.99,8.14,197
2020-03-03T11:12:40Z,24.21,-84.99,8.14,197
2020-03-03T11:12:45Z,24.21,-84.97,8.14,197
2020-03-03T11:12:50Z,24.23,-84.97,8.14,197
2020-03-03T11:12:55Z,24.23,-84.97,8.14,197
2020-03-03T11:13:00Z,24.23,-84.97,8.14,197
2020-03-03T11:13:05Z,24.23,-84.96,8.14,197
2020-03-03T11:13:10Z,24.23,-85,8.14,197
2020-03-03T11:13:15Z,24.23,-84.97,8.14,197
2020-03-03T11:13:20Z,24.25,-84.96,8.14,197
2020-03-03T11:13:25Z,24.25,-84.96,8.14,197
2020-03-03T11:13:30Z,24.25,-84.96,8.14,197
2020-03-03T11:13:35Z,24.25,-84.94,8.14,197
2020-03-03T11:13:40Z,24.25,-84.94,8.14,197
2020-03-03T11:13:45Z,24.25,-84.94,8.14,197
2020-03-03T11:13:50Z,24.25,-84.94,8.14,197
2020-03-03T11:13:55Z,24.28,-84.92,8.14,197
2020-03-03T11:14:00Z,24.28,-84.92,8.14,197
2020-03-03T11:14:05Z,24.28,-84.91,8.14,197
2020-03-03T11:14:10Z,24.28,-84.91,8.14,197
2020-03-03T11:14:15Z,24.28,-84.92,8.14,197
2020-03-03T11:14:20Z,24.28,-84.91,8.14,197
2020-03-03T11:14:25Z,24.28,-84.91,8.14,197
2020-03-03T11:14:30Z,24.28,-84.91,8.14,197
2020-03-03T11:14:35Z,24.3,-84.91,8.14,197
2020-03-03T11:14:40Z,24.3,-84.91,8.14,197
2020-03-03T11:14:45Z,24.3,-84.91,8.14,197
2020-03-03T11:14:50Z,24.3,-84.89,8.14,197
2020-03-03T11:14:55Z,24.3,-84.89,8.14,197
2020-03-03T11:15:00Z,24.3,-84.89,8.14,197
2020-03-03T11:15:05Z,24.3,-84.89,8.14,197
2020-03-03T11:15:10Z,24.33,-84.89,8.14,197
2020-03-03T11:15:15Z,24.33,-84.89,8.14,197
2020-03-03T11:15:20Z,24.33,-84.88,8.14,197
2020-03-03T11:15:25Z,24.33,-84.88,8.14,197
2020-03-03T11:15:30Z,24.33,-84.89,8.14,197
2020-03-03T11:15:35Z,24.33,-84.88,8.14,197
2020-03-03T11:15:40Z,24.33,-84.89,8.14,197
2020-03-03T11:15:45Z,24.33,-84.88,8.14,197
2020-03-03T11:15:50Z,24.33,-84.88,8.14,197
2020-03-03T11:15:55Z,24.35,-84.88,8.14,197
2020-03-03T11:16:00Z,24.35,-84.88,8.14,197
2020-03-03T11:16:05Z,24.35,-84.88,8.14,197
2020-03-03T11:16:10Z,24.35,-84.88,8.14,197
2020-03-03T11:16:15Z,24.35,-84.88,8.14,197
2020-03-03T11:16:20Z,24.35,-84.88,8.14,197
2020-03-03T11:16:25Z,24.35,-84.88,8.14,197
2020-03-03T11:16:30Z,24.35,-84.86,8.14,197
2020-03-03T11:16:35Z,24.35,-84.88,8.14,197
2020-03-03T11:16:40Z,24.35,-84.86,8.14,197
2020-03-03T11:16:45Z,24.35,-84.86,8.14,197
2020-03-03T11:16:50Z,24.35,-84.86,8.14,197
2020-03-03T11:16:55Z,24.38,-84.86,8.14,197
2020-03-03T11:17:00Z,24.38,-84.86,8.14,197
2020-03-03T11:17:05Z,24.38,-84.86,8.14,197
2020-03-03T11:17:10Z,24.38,-84.88,8.14,197
2020-03-03T11:17:15Z,24.38,-84.86,8.14,197
2020-03-03T11:17:20Z,24.38,-84.86,8.14,197
2020-03-03T11:17:25Z,24.38,-84.86,8.14,197
2020-03-03T11:17:30Z,24.38,-84.86,8.14,197
2020-03-03T11:17:35Z,24.38,-84.85,8.14,197
2020-03-03T11:17:40Z,24.38,-84.85,8.14,197
2020-03-03T11:17:45Z,24.38,-84.85,8.14,197
2020-03-03T11:17:50Z,24.38,-84.86,8.14,197
2020-03-03T11:17:55Z,24.38,-84.85,8.14,197
2020-03-03T11:18:00Z,24.38,-84.85,8.14,197
2020-03-03T11:18:05Z,24.38,-84.85,8.14,197
2020-03-03T11:18:10Z,24.38,-84.85,8.14,197
2020-03-03T11:18:15Z,24.38,-84.85,8.14,197
2020-03-03T11:18:20Z,24.4,-84.85,8.14,197
2020-03-03T11:18:25Z,24.4,-84.85,8.14,197
2020-03-03T11:18:30Z,24.4,-84.85,8.14,197
2020-03-03T11:18:35Z,24.4,-84.85,8.14,197
2020-03-03T11:18:40Z,24.4,-84.85,8.14,197
2020-03-03T11:18:45Z,24.4,-84.83,8.14,197
2020-03-03T11:18:50Z,24.4,-84.85,8.14,197
2020-03-03T11:18:55Z,24.4,-84.85,8.14,197
2020-03-03T11:19:00Z,24.4,-84.83,8.14,197
2020-03-03T11:19:05Z,24.4,-84.85,8.14,197
2020-03-03T11:19:10Z,24.4,-84.85,8.14,197
2020-03-03T11:19:15Z,24.4,-84.85,8.14,197
2020-03-03T11:19:20Z,24.4,-84.83,8.14,197
2020-03-03T11:19:25Z,24.4,-84.83,8.14,197
2020-03-03T11:19:30Z,24.4,-84.85,8.14,197
2020-03-03T11:19:35Z,24.4,-84.83,8.14,197
2020-03-03T11:19:40Z,24.4,-84.85,8.14,197
2020-03-03T11:19:45Z,24.4,-84.85,8.14,197
2020-03-03T11:19:50Z,24.4,-84.85,8.14,197
2020-03-03T11:19:55Z,24.4,-84.85,8.14,197
2020-03-03T11:20:00Z,24.4,-84.85,8.14,197
2020-03-03T11:20:05Z,24.4,-84.85,8.14,197
2020-03-03T11:20:10Z,24.4,-84.85,8.14,197
2020-03-03T11:20:15Z,24.4,-84.85,8.14,197
2020-03-03T11:20:20Z,24.4,-84.85,8.14,197
2020-03-03T11:20:25Z,24.4,-84.85,8.14,197
2020-03-03T11:20:30Z,24.4,-84.85,8.14,197
2020-03-03T11:20:35Z,24.4,-84.85,8.14,197
2020-03-03T11:20:40Z,24.4,-84.85,8.14,197
2020-03-03T11:20:45Z,24.4,-84.85,8.14,197
2020-03-03T11:20:50Z,24.4,-84.85,8.14,197
2020-03-03T11:20:55Z,24.4,-84.85,8.14,197
2020-03-03T11:21:00Z,24.4,-84.86,8.14,197
2020-03-03T11:21:05Z,24.4,-84.86,8.14,197
2020-03-03T11:21:10Z,24.4,-84.86,8.14,197
2020-03-03T11:21:15Z,24.4,-84.86,8.14,197
2020-03-03T11:21:20Z,24.4,-84.86,8.14,197
2020-03-03T11:21:25Z,24.4,-84.86,8.14,197
2020-03-03T11:21:30Z,24.4,-84.86,8.14,197
2020-03-03T11:21:35Z,24.4,-84.86,8.14,197
2020-03-03T11:21:40Z,24.4,-84.86,8.14,197
2020-03-03T11:21:45Z,24.4,-84.86,8.14,197
2020-03-03T11:21:50Z,24.4,-84.88,8.14,197
