MiniDOT Logger Concatenated Data File
Sensor:             7530-428102
Concatenation Date: 2020Feb11 14:16:36 PST


"            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,           PAR,  Acceleration X,  Acceleration Y,  Acceleration Z"
"                1581384240,           2020-02-11 01:24:00,           2020-02-10 17:24:00,      3.480000,     22.609000,      6.031220,     1096.000000,      102.000000,      124.000000"
"                1581384300,           2020-02-11 01:25:00,           2020-02-10 17:25:00,      3.480000,     22.576000,      6.108630,     1088.000000,       96.000000,      160.000000"
"                1581384360,           2020-02-11 01:26:00,           2020-02-10 17:26:00,      3.480000,     22.593000,      6.025020,     1103.000000,      104.000000,      115.000000"
"                1581384420,           2020-02-11 01:27:00,           2020-02-10 17:27:00,      3.480000,     22.593000,      6.198430,     1107.000000,      102.000000,      108.000000"
"                1581384480,           2020-02-11 01:28:00,           2020-02-10 17:28:00,      3.480000,     22.601000,      6.090050,     1110.000000,      102.000000,       88.000000"
"                1581384540,           2020-02-11 01:29:00,           2020-02-10 17:29:00,      3.480000,     22.559000,      6.037410,     1092.000000,       96.000000,      140.000000"
"                1581384600,           2020-02-11 01:30:00,           2020-02-10 17:30:00,      3.480000,     22.567000,      6.018830,     1107.000000,      102.000000,      100.000000"
"                1581384660,           2020-02-11 01:31:00,           2020-02-10 17:31:00,      3.480000,     22.584000,      5.771100,     1088.000000,       96.000000,      158.000000"
"                1581384720,           2020-02-11 01:32:00,           2020-02-10 17:32:00,      3.480000,     22.559000,      6.170560,     1097.000000,      102.000000,      128.000000"
"                1581384780,           2020-02-11 01:33:00,           2020-02-10 17:33:00,      3.480000,     22.576000,      5.959990,     1080.000000,      104.000000,      128.000000"
"                1581384840,           2020-02-11 01:34:00,           2020-02-10 17:34:00,      3.480000,     22.567000,      5.922840,     1104.000000,      104.000000,      108.000000"
"                1581384900,           2020-02-11 01:35:00,           2020-02-10 17:35:00,      3.480000,     22.567000,      6.124110,     1088.000000,       96.000000,      163.000000"
"                1581384960,           2020-02-11 01:36:00,           2020-02-10 17:36:00,      3.480000,     22.567000,      5.972380,     1115.000000,      104.000000,       88.000000"
"                1581385020,           2020-02-11 01:37:00,           2020-02-10 17:37:00,      3.480000,     22.551000,      6.269650,     1087.000000,       96.000000,      152.000000"
"                1581385080,           2020-02-11 01:38:00,           2020-02-10 17:38:00,      3.470000,     22.542000,      6.062180,     1091.000000,       96.000000,      152.000000"
"                1581385140,           2020-02-11 01:39:00,           2020-02-10 17:39:00,      3.470000,     22.526000,      6.155080,     1107.000000,      104.000000,       96.000000"
"                1581385200,           2020-02-11 01:40:00,           2020-02-10 17:40:00,      3.470000,     22.559000,      5.910450,     1107.000000,      104.000000,      102.000000"
"                1581385260,           2020-02-11 01:41:00,           2020-02-10 17:41:00,      3.470000,     22.542000,      5.966190,     1107.000000,      105.000000,       96.000000"
"                1581385320,           2020-02-11 01:42:00,           2020-02-10 17:42:00,      3.470000,     22.542000,      5.963090,     1112.000000,      102.000000,       92.000000"
"                1581385380,           2020-02-11 01:43:00,           2020-02-10 17:43:00,      3.470000,     22.509000,      5.966190,     1088.000000,       96.000000,      152.000000"
"                1581385440,           2020-02-11 01:44:00,           2020-02-10 17:44:00,      3.470000,     22.534000,      6.062180,     1086.000000,       92.000000,      164.000000"
"                1581385500,           2020-02-11 01:45:00,           2020-02-10 17:45:00,      3.470000,     22.534000,      6.009540,     1107.000000,      104.000000,      102.000000"
"                1581385560,           2020-02-11 01:46:00,           2020-02-10 17:46:00,      3.470000,     22.534000,      5.938320,     1080.000000,       88.000000,      188.000000"
"                1581385620,           2020-02-11 01:47:00,           2020-02-10 17:47:00,      3.470000,     22.526000,      5.938320,     1110.000000,      108.000000,       88.000000"
"                1581385680,           2020-02-11 01:48:00,           2020-02-10 17:48:00,      3.470000,     22.542000,      6.164370,     1112.000000,      103.000000,       96.000000"
"                1581385740,           2020-02-11 01:49:00,           2020-02-10 17:49:00,      3.470000,     22.534000,      5.972380,     1107.000000,      104.000000,      108.000000"
"                1581385800,           2020-02-11 01:50:00,           2020-02-10 17:50:00,      3.470000,     22.517000,      6.337780,     1102.000000,      104.000000,      112.000000"
"                1581385860,           2020-02-11 01:51:00,           2020-02-10 17:51:00,      3.470000,     22.534000,      5.851610,     1116.000000,       60.000000,      127.000000"
