PST,Temp_degC,HOBO_Lux
2020-03-02T18:41:00Z,17.2,2283
2020-03-02T18:42:00Z,17.16,2270
2020-03-02T18:43:00Z,17.2,2295
2020-03-02T18:44:00Z,17.2,2270
2020-03-02T18:45:00Z,17.24,2249
2020-03-02T18:46:00Z,17.2,2270
2020-03-02T18:47:00Z,17.24,2283
2020-03-02T18:48:00Z,17.24,2270
2020-03-02T18:49:00Z,17.2,2244
2020-03-02T18:50:00Z,17.11,2262
2020-03-02T18:51:00Z,17.2,2258
2020-03-02T18:52:00Z,17.2,2258
2020-03-02T18:53:00Z,17.24,2276
2020-03-02T18:54:00Z,17.24,2251
2020-03-02T18:55:00Z,17.24,2274
2020-03-02T18:56:00Z,17.24,2300
2020-03-02T18:57:00Z,17.2,2265
2020-03-02T18:58:00Z,17.2,2279
2020-03-02T18:59:00Z,17.24,2247
2020-03-02T19:00:00Z,17.2,2270
2020-03-02T19:01:00Z,17.16,1514
2020-03-02T19:02:00Z,17.16,1509
2020-03-02T19:03:00Z,17.16,1506
2020-03-02T19:04:00Z,17.16,1510
2020-03-02T19:05:00Z,17.2,1529
2020-03-02T19:06:00Z,17.2,1502
2020-03-02T19:07:00Z,17.24,1512
2020-03-02T19:08:00Z,17.16,1484
2020-03-02T19:09:00Z,17.24,1519
2020-03-02T19:10:00Z,17.24,1515
2020-03-02T19:11:00Z,17.2,1522
2020-03-02T19:12:00Z,17.16,1526
2020-03-02T19:13:00Z,17.16,1510
2020-03-02T19:14:00Z,17.16,1502
2020-03-02T19:15:00Z,17.16,1511
2020-03-02T19:16:00Z,17.16,1500
2020-03-02T19:17:00Z,17.16,1514
2020-03-02T19:18:00Z,17.11,1506
2020-03-02T19:19:00Z,17.16,1530
2020-03-02T19:20:00Z,17.16,1521
2020-03-02T19:21:00Z,17.16,1510
2020-03-02T19:22:00Z,17.2,1516
2020-03-02T19:23:00Z,17.16,1511
2020-03-02T19:24:00Z,17.2,1516
2020-03-02T19:25:00Z,17.16,1519
2020-03-02T19:26:00Z,17.16,1507
2020-03-02T19:27:00Z,17.16,1508
2020-03-02T19:28:00Z,17.2,1512
2020-03-02T19:29:00Z,17.16,1495
2020-03-02T19:30:00Z,17.2,1510
2020-03-02T19:31:00Z,17.2,1508
2020-03-02T19:32:00Z,17.2,1510
2020-03-02T19:33:00Z,17.2,1495
2020-03-02T19:34:00Z,17.16,1520
2020-03-02T19:35:00Z,17.16,1503
2020-03-02T19:36:00Z,17.2,1518
2020-03-02T19:37:00Z,17.2,1511
2020-03-02T19:38:00Z,17.11,1525
2020-03-02T19:39:00Z,17.11,1523
2020-03-02T19:40:00Z,17.16,1514
2020-03-02T19:41:00Z,17.2,1522
2020-03-02T19:42:00Z,17.2,1498
2020-03-02T19:43:00Z,17.2,1514
2020-03-02T19:44:00Z,17.2,1515
2020-03-02T19:45:00Z,17.2,1526
2020-03-02T19:46:00Z,17.2,1522
2020-03-02T19:47:00Z,17.16,1502
2020-03-02T19:48:00Z,17.16,1516
2020-03-02T19:49:00Z,17.16,1508
2020-03-02T19:50:00Z,17.16,1517
2020-03-02T19:51:00Z,17.2,1509
2020-03-02T19:52:00Z,17.16,1514
2020-03-02T19:53:00Z,17.2,1522
2020-03-02T19:54:00Z,17.24,1513
2020-03-02T19:55:00Z,17.2,1516
2020-03-02T19:56:00Z,17.16,1531
2020-03-02T19:57:00Z,17.2,1503
2020-03-02T19:58:00Z,17.2,1535
2020-03-02T19:59:00Z,17.16,1514
2020-03-02T20:00:00Z,17.16,1511
2020-03-02T20:01:00Z,17.16,759
2020-03-02T20:02:00Z,17.11,763
2020-03-02T20:03:00Z,17.16,757
2020-03-02T20:04:00Z,17.16,761
2020-03-02T20:05:00Z,17.2,760
2020-03-02T20:06:00Z,17.16,763
2020-03-02T20:07:00Z,17.16,748
2020-03-02T20:08:00Z,17.11,761
2020-03-02T20:09:00Z,17.11,769
2020-03-02T20:10:00Z,17.11,757
2020-03-02T20:11:00Z,17.16,754
2020-03-02T20:12:00Z,17.11,763
2020-03-02T20:13:00Z,17.11,762
2020-03-02T20:14:00Z,17.11,756
2020-03-02T20:15:00Z,17.16,764
2020-03-02T20:16:00Z,17.16,760
2020-03-02T20:17:00Z,17.2,753
2020-03-02T20:18:00Z,17.16,767
2020-03-02T20:19:00Z,17.2,761
2020-03-02T20:20:00Z,17.2,760
2020-03-02T20:21:00Z,17.16,759
2020-03-02T20:22:00Z,17.16,760
2020-03-02T20:23:00Z,17.16,762
2020-03-02T20:24:00Z,17.24,760
2020-03-02T20:25:00Z,17.11,759
2020-03-02T20:26:00Z,17.11,761
2020-03-02T20:27:00Z,17.11,760
2020-03-02T20:28:00Z,17.16,756
2020-03-02T20:29:00Z,17.16,756
2020-03-02T20:30:00Z,17.16,756
2020-03-02T20:31:00Z,17.16,750
2020-03-02T20:32:00Z,17.11,756
2020-03-02T20:33:00Z,17.2,759
2020-03-02T20:34:00Z,17.16,760
2020-03-02T20:35:00Z,17.11,756
2020-03-02T20:36:00Z,17.16,751
2020-03-02T20:37:00Z,17.11,765
2020-03-02T20:38:00Z,17.16,758
2020-03-02T20:39:00Z,17.11,756
2020-03-02T20:40:00Z,17.11,754
2020-03-02T20:41:00Z,17.11,761
2020-03-02T20:42:00Z,17.16,762
2020-03-02T20:43:00Z,17.16,746
2020-03-02T20:44:00Z,17.11,764
2020-03-02T20:45:00Z,17.16,768
2020-03-02T20:46:00Z,17.2,761
2020-03-02T20:47:00Z,17.2,759
2020-03-02T20:48:00Z,17.16,758
2020-03-02T20:49:00Z,17.16,756
2020-03-02T20:50:00Z,17.16,760
2020-03-02T20:51:00Z,17.11,760
2020-03-02T20:52:00Z,17.16,760
2020-03-02T20:53:00Z,17.11,767
2020-03-02T20:54:00Z,17.2,754
2020-03-02T20:55:00Z,17.16,758
2020-03-02T20:56:00Z,17.16,745
2020-03-02T20:57:00Z,17.2,763
2020-03-02T20:58:00Z,17.16,752
2020-03-02T20:59:00Z,17.16,760
2020-03-02T21:00:00Z,17.16,759
2020-03-02T21:01:00Z,17.16,126
2020-03-02T21:02:00Z,17.11,126
2020-03-02T21:03:00Z,17.11,125
2020-03-02T21:04:00Z,17.16,126
2020-03-02T21:05:00Z,17.11,125
2020-03-02T21:06:00Z,17.07,126
2020-03-02T21:07:00Z,17.11,126
2020-03-02T21:08:00Z,17.16,126
2020-03-02T21:09:00Z,17.11,126
2020-03-02T21:10:00Z,17.11,125
2020-03-02T21:11:00Z,17.16,125
2020-03-02T21:12:00Z,17.11,125
2020-03-02T21:13:00Z,17.11,125
2020-03-02T21:14:00Z,17.16,125
2020-03-02T21:15:00Z,17.11,125
2020-03-02T21:16:00Z,17.11,125
2020-03-02T21:17:00Z,17.16,126
2020-03-02T21:18:00Z,17.11,125
2020-03-02T21:19:00Z,17.16,125
2020-03-02T21:20:00Z,17.11,125
2020-03-02T21:21:00Z,17.11,126
2020-03-02T21:22:00Z,17.16,127
2020-03-02T21:23:00Z,17.11,125
2020-03-02T21:24:00Z,17.07,125
2020-03-02T21:25:00Z,17.07,125
2020-03-02T21:26:00Z,17.11,125
2020-03-02T21:27:00Z,17.11,126
2020-03-02T21:28:00Z,17.11,125
2020-03-02T21:29:00Z,17.16,125
2020-03-02T21:30:00Z,17.11,125
2020-03-02T21:31:00Z,17.16,125
2020-03-02T21:32:00Z,17.11,125
2020-03-02T21:33:00Z,17.2,125
2020-03-02T21:34:00Z,17.16,125
2020-03-02T21:35:00Z,17.16,125
2020-03-02T21:36:00Z,17.16,125
2020-03-02T21:37:00Z,17.11,125
2020-03-02T21:38:00Z,17.11,125
2020-03-02T21:39:00Z,17.11,125
2020-03-02T21:40:00Z,17.16,125
2020-03-02T21:41:00Z,17.11,125
2020-03-02T21:42:00Z,17.11,123
2020-03-02T21:43:00Z,17.16,125
2020-03-02T21:44:00Z,17.16,125
2020-03-02T21:45:00Z,17.11,125
2020-03-02T21:46:00Z,17.11,125
2020-03-02T21:47:00Z,17.11,126
2020-03-02T21:48:00Z,17.11,125
2020-03-02T21:49:00Z,17.11,126
2020-03-02T21:50:00Z,17.11,125
2020-03-02T21:51:00Z,17.07,125
2020-03-02T21:52:00Z,17.11,125
2020-03-02T21:53:00Z,17.11,124
2020-03-02T21:54:00Z,17.11,125
2020-03-02T21:55:00Z,17.11,125
2020-03-02T21:56:00Z,17.11,125
2020-03-02T21:57:00Z,17.11,124
2020-03-02T21:58:00Z,17.11,124
2020-03-02T21:59:00Z,17.11,125
2020-03-02T22:00:00Z,17.07,125
2020-03-02T22:01:00Z,17.11,1525
2020-03-02T22:02:00Z,17.16,1515
2020-03-02T22:03:00Z,17.2,1516
2020-03-02T22:04:00Z,17.2,1515
2020-03-02T22:05:00Z,17.2,1527
2020-03-02T22:06:00Z,17.16,1512
2020-03-02T22:07:00Z,17.16,1512
2020-03-02T22:08:00Z,17.16,1519
2020-03-02T22:09:00Z,17.16,1508
2020-03-02T22:10:00Z,17.16,1503
2020-03-02T22:11:00Z,17.16,1505
2020-03-02T22:12:00Z,17.2,1513
2020-03-02T22:13:00Z,17.16,1517
2020-03-02T22:14:00Z,17.16,1523
2020-03-02T22:15:00Z,17.2,1516
2020-03-02T22:16:00Z,17.24,1491
2020-03-02T22:17:00Z,17.2,1507
2020-03-02T22:18:00Z,17.2,1508
2020-03-02T22:19:00Z,17.16,1508
2020-03-02T22:20:00Z,17.2,1506
2020-03-02T22:21:00Z,17.16,1507
2020-03-02T22:22:00Z,17.2,1503
2020-03-02T22:23:00Z,17.16,1511
2020-03-02T22:24:00Z,17.16,1490
2020-03-02T22:25:00Z,17.11,1500
2020-03-02T22:26:00Z,17.2,1510
2020-03-02T22:27:00Z,17.2,1504
2020-03-02T22:28:00Z,17.2,1508
2020-03-02T22:29:00Z,17.2,1516
2020-03-02T22:30:00Z,17.16,1504
2020-03-02T22:31:00Z,17.16,1505
2020-03-02T22:32:00Z,17.16,1501
2020-03-02T22:33:00Z,17.16,1505
2020-03-02T22:34:00Z,17.16,1508
2020-03-02T22:35:00Z,17.2,1513
2020-03-02T22:36:00Z,17.2,1509
2020-03-02T22:37:00Z,17.2,1508
2020-03-02T22:38:00Z,17.2,1516
2020-03-02T22:39:00Z,17.16,1506
2020-03-02T22:40:00Z,17.16,1521
2020-03-02T22:41:00Z,17.16,1511
2020-03-02T22:42:00Z,17.2,1503
2020-03-02T22:43:00Z,17.16,1503
2020-03-02T22:44:00Z,17.11,1508
2020-03-02T22:45:00Z,17.16,1503
2020-03-02T22:46:00Z,17.11,1501
2020-03-02T22:47:00Z,17.16,1523
2020-03-02T22:48:00Z,17.2,1509
2020-03-02T22:49:00Z,17.16,1516
2020-03-02T22:50:00Z,17.16,1507
2020-03-02T22:51:00Z,17.16,1486
2020-03-02T22:52:00Z,17.2,1506
2020-03-02T22:53:00Z,17.2,1497
2020-03-02T22:54:00Z,17.16,1493
2020-03-02T22:55:00Z,17.16,1490
2020-03-02T22:56:00Z,17.16,1500
2020-03-02T22:57:00Z,17.16,1489
2020-03-02T22:58:00Z,17.11,1489
2020-03-02T22:59:00Z,17.2,1491
2020-03-02T23:00:00Z,17.24,3288
2020-03-02T23:01:00Z,17.33,3284
2020-03-02T23:02:00Z,17.33,3267
2020-03-02T23:03:00Z,17.33,3299
2020-03-02T23:04:00Z,17.33,3288
2020-03-02T23:05:00Z,17.29,3283
2020-03-02T23:06:00Z,17.33,3292
2020-03-02T23:07:00Z,17.33,3283
2020-03-02T23:08:00Z,17.33,3347
2020-03-02T23:09:00Z,17.33,3333
2020-03-02T23:10:00Z,17.29,3299
2020-03-02T23:11:00Z,17.29,3276
2020-03-02T23:12:00Z,17.29,3301
2020-03-02T23:13:00Z,17.29,3284
2020-03-02T23:14:00Z,17.29,3297
2020-03-02T23:15:00Z,17.24,3283
2020-03-02T23:16:00Z,17.24,3334
2020-03-02T23:17:00Z,17.24,3310
2020-03-02T23:18:00Z,17.24,3310
2020-03-02T23:19:00Z,17.24,3315
2020-03-02T23:20:00Z,17.2,3290
2020-03-02T23:21:00Z,17.2,3191
2020-03-02T23:22:00Z,17.2,3260
2020-03-02T23:23:00Z,17.2,3293
2020-03-02T23:24:00Z,17.2,3278
2020-03-02T23:25:00Z,17.2,3290
2020-03-02T23:26:00Z,17.29,3272
2020-03-02T23:27:00Z,17.29,3265
2020-03-02T23:28:00Z,17.24,3284
2020-03-02T23:29:00Z,17.24,3283
2020-03-02T23:30:00Z,17.2,3258
2020-03-02T23:31:00Z,17.24,3252
2020-03-02T23:32:00Z,17.2,3272
2020-03-02T23:33:00Z,17.24,3290
2020-03-02T23:34:00Z,17.24,3267
2020-03-02T23:35:00Z,17.2,3260
2020-03-02T23:36:00Z,17.24,3281
2020-03-02T23:37:00Z,17.2,3269
2020-03-02T23:38:00Z,17.24,3292
2020-03-02T23:39:00Z,17.24,3292
2020-03-02T23:40:00Z,17.24,3272
2020-03-02T23:41:00Z,17.24,3276
2020-03-02T23:42:00Z,17.2,3295
2020-03-02T23:43:00Z,17.2,3283
2020-03-02T23:44:00Z,17.2,3297
2020-03-02T23:45:00Z,17.24,3278
2020-03-02T23:46:00Z,17.24,3287
2020-03-02T23:47:00Z,17.29,3272
2020-03-02T23:48:00Z,17.24,3288
2020-03-02T23:49:00Z,17.24,3316
2020-03-02T23:50:00Z,17.24,3290
2020-03-02T23:51:00Z,17.24,3261
2020-03-02T23:52:00Z,17.2,3274
2020-03-02T23:53:00Z,17.2,3269
2020-03-02T23:54:00Z,17.2,3279
2020-03-02T23:55:00Z,17.2,3229
2020-03-02T23:56:00Z,17.2,3272
2020-03-02T23:57:00Z,17.24,3288
2020-03-02T23:58:00Z,17.24,3242
2020-03-02T23:59:00Z,17.24,3293
2020-03-03T00:00:00Z,17.24,3287
2020-03-03T00:01:00Z,17.2,29
2020-03-03T00:02:00Z,17.16,29
2020-03-03T00:03:00Z,17.16,29
2020-03-03T00:04:00Z,17.11,29
2020-03-03T00:05:00Z,17.16,29
2020-03-03T00:06:00Z,17.11,29
2020-03-03T00:07:00Z,17.07,29
2020-03-03T00:08:00Z,17.11,29
2020-03-03T00:09:00Z,17.16,29
2020-03-03T00:10:00Z,17.07,29
2020-03-03T00:11:00Z,17.11,29
2020-03-03T00:12:00Z,17.16,29
2020-03-03T00:13:00Z,17.16,29
2020-03-03T00:14:00Z,17.16,29
2020-03-03T00:15:00Z,17.11,29
2020-03-03T00:16:00Z,17.11,29
2020-03-03T00:17:00Z,17.11,29
2020-03-03T00:18:00Z,17.11,29
2020-03-03T00:19:00Z,17.11,29
2020-03-03T00:20:00Z,17.11,29
2020-03-03T00:21:00Z,17.11,29
2020-03-03T00:22:00Z,17.16,29
2020-03-03T00:23:00Z,17.11,29
2020-03-03T00:24:00Z,17.16,29
2020-03-03T00:25:00Z,17.11,29
2020-03-03T00:26:00Z,17.07,29
2020-03-03T00:27:00Z,17.11,29
2020-03-03T00:28:00Z,17.11,29
2020-03-03T00:29:00Z,17.16,29
2020-03-03T00:30:00Z,17.16,29
2020-03-03T00:31:00Z,17.16,29
2020-03-03T00:32:00Z,17.11,29
2020-03-03T00:33:00Z,17.11,29
2020-03-03T00:34:00Z,17.16,29
2020-03-03T00:35:00Z,17.16,29
2020-03-03T00:36:00Z,17.07,29
2020-03-03T00:37:00Z,17.07,29
2020-03-03T00:38:00Z,17.07,29
2020-03-03T00:39:00Z,17.11,29
2020-03-03T00:40:00Z,17.11,29
2020-03-03T00:41:00Z,17.16,29
2020-03-03T00:42:00Z,17.2,29
2020-03-03T00:43:00Z,17.16,29
2020-03-03T00:44:00Z,17.16,29
2020-03-03T00:45:00Z,17.2,29
2020-03-03T00:46:00Z,17.16,29
2020-03-03T00:47:00Z,17.16,29
2020-03-03T00:48:00Z,17.11,29
2020-03-03T00:49:00Z,17.11,29
2020-03-03T00:50:00Z,17.11,29
2020-03-03T00:51:00Z,17.11,29
2020-03-03T00:52:00Z,17.16,29
2020-03-03T00:53:00Z,17.11,29
2020-03-03T00:54:00Z,17.16,29
2020-03-03T00:55:00Z,17.16,29
2020-03-03T00:56:00Z,17.16,29
2020-03-03T00:57:00Z,17.11,29
2020-03-03T00:58:00Z,17.16,29
2020-03-03T00:59:00Z,17.11,29
2020-03-03T01:00:00Z,17.11,29
2020-03-03T01:01:00Z,17.11,389
2020-03-03T01:02:00Z,17.16,388
2020-03-03T01:03:00Z,17.16,391
2020-03-03T01:04:00Z,17.16,393
2020-03-03T01:05:00Z,17.16,391
2020-03-03T01:06:00Z,17.11,390
2020-03-03T01:07:00Z,17.16,391
2020-03-03T01:08:00Z,17.16,389
2020-03-03T01:09:00Z,17.07,391
2020-03-03T01:10:00Z,17.11,389
2020-03-03T01:11:00Z,17.11,389
2020-03-03T01:12:00Z,17.11,392
2020-03-03T01:13:00Z,17.16,392
2020-03-03T01:14:00Z,17.16,394
2020-03-03T01:15:00Z,17.16,393
2020-03-03T01:16:00Z,17.11,391
2020-03-03T01:17:00Z,17.11,392
