wavelength,intensity
442.48,1252
442.83,1253
443.18,1283
443.53,1323
443.88,1252
444.23,1335
444.58,1335
444.93,1365
445.28,1327
445.63,1389
445.98,1394
446.33,1442
446.68,1494
447.03,1530
447.38,1503
447.73,1596
448.08,1644
448.43,1644
448.78,1698
449.13,1824
449.48,1819
449.83,1849
450.18,2017
450.53,1983
450.88,2035
451.23,2135
451.58,2174
451.93,2292
452.28,2340
452.63,2441
452.98,2544
453.33,2532
453.67,2694
454.02,2687
454.37,2730
454.72,2892
455.07,2945
455.42,2975
455.77,3040
456.12,3174
456.47,3207
456.82,3278
457.17,3307
457.52,3476
457.86,3610
458.21,3487
458.56,3611
458.91,3728
459.26,3537
459.61,3600
459.96,3735
460.31,3614
460.65,3628
461,3623
461.35,3589
461.7,3434
462.05,3589
462.4,3459
462.74,3471
463.09,3352
463.44,3318
463.79,3284
464.14,3123
464.49,3026
464.83,3042
465.18,2889
465.53,2805
465.88,2724
466.23,2688
466.57,2720
466.92,2518
467.27,2501
467.62,2349
467.97,2308
468.31,2312
468.66,2187
469.01,2170
469.36,2100
469.7,2080
470.05,2004
470.4,1979
470.75,1923
471.09,1877
471.44,1886
471.79,1849
472.14,1790
472.48,1763
472.83,1751
473.18,1732
473.52,1732
473.87,1697
474.22,1644
474.57,1611
474.91,1592
475.26,1551
475.61,1589
475.95,1503
476.3,1488
476.65,1473
476.99,1431
477.34,1408
477.69,1396
478.03,1335
478.38,1321
478.73,1310
479.07,1263
479.42,1254
479.77,1205
480.11,1200
480.46,1149
480.8,1139
481.15,1104
481.5,1063
481.84,1034
482.19,1008
482.54,993
482.88,960
483.23,943
483.57,915
483.92,883
484.27,889
484.61,847
484.96,826
485.3,818
485.65,789
485.99,779
486.34,749
486.69,744
487.03,729
487.38,706
487.72,704
488.07,677
488.41,672
488.76,657
489.1,645
489.45,620
489.79,619
490.14,607
490.48,605
490.83,600
491.17,578
491.52,580
491.86,575
492.21,552
492.55,540
492.9,532
493.24,529
493.59,526
493.93,516
494.28,506
494.62,495
494.97,490
495.31,483
495.66,479
496,472
496.35,465
496.69,456
497.04,439
497.38,445
497.72,441
498.07,443
498.41,424
498.76,433
499.1,408
499.44,411
499.79,416
500.13,411
500.48,412
500.82,411
501.16,409
501.51,408
501.85,402
502.2,393
502.54,404
502.88,403
503.23,402
503.57,397
503.91,401
504.26,396
504.6,397
504.95,415
505.29,392
505.63,414
505.98,410
506.32,405
506.66,410
507.01,419
507.35,424
507.69,427
508.03,426
508.38,432
508.72,425
509.06,426
509.41,439
509.75,432
510.09,441
510.44,444
510.78,449
511.12,453
511.46,465
511.81,460
512.15,473
512.49,472
512.83,480
513.18,484
513.52,484
513.86,491
514.2,494
514.55,494
514.89,497
515.23,511
515.57,518
515.91,525
516.26,520
516.6,532
516.94,526
517.28,544
517.62,545
517.97,558
518.31,565
518.65,562
518.99,558
519.33,565
519.68,594
520.02,565
520.36,592
520.7,584
521.04,591
521.38,589
521.73,593
522.07,602
522.41,611
522.75,598
523.09,607
523.43,602
523.77,608
524.11,622
524.46,614
524.8,627
525.14,604
525.48,620
525.82,615
526.16,621
526.5,620
526.84,612
527.18,630
527.52,625
527.86,614
528.21,608
528.55,623
528.89,621
529.23,604
529.57,622
529.91,609
530.25,612
530.59,621
530.93,610
531.27,606
531.61,611
531.95,608
532.29,604
532.63,596
532.97,598
533.31,590
533.65,594
533.99,586
534.33,581
534.67,581
535.01,588
535.35,577
535.69,583
536.03,580
536.37,585
536.71,581
537.05,573
537.39,581
537.73,565
538.07,589
538.41,552
538.75,563
539.08,568
539.42,572
539.76,551
540.1,559
540.44,559
540.78,544
541.12,553
541.46,557
541.8,550
542.14,537
542.48,545
542.81,551
543.15,544
543.49,550
543.83,534
544.17,538
544.51,543
544.85,549
545.19,541
545.52,535
545.86,537
546.2,539
546.54,532
546.88,536
547.22,526
547.55,524
547.89,541
548.23,544
548.57,528
548.91,532
549.25,529
549.58,530
549.92,523
550.26,532
550.6,525
550.94,517
551.27,531
551.61,523
551.95,525
552.29,521
552.62,527
552.96,526
553.3,523
553.64,526
553.97,523
554.31,517
554.65,526
554.99,519
555.32,536
555.66,529
556,535
556.34,522
556.67,522
557.01,525
557.35,536
557.68,517
558.02,527
558.36,522
558.69,518
559.03,524
559.37,538
559.71,516
560.04,530
560.38,529
560.72,536
561.05,526
561.39,532
561.72,525
562.06,524
562.4,522
562.73,532
563.07,531
563.41,523
563.74,528
564.08,522
564.42,543
564.75,529
565.09,531
565.42,541
565.76,534
566.1,548
566.43,530
566.77,536
567.1,539
567.44,530
567.77,534
568.11,530
568.45,526
568.78,532
569.12,520
569.45,526
569.79,525
570.12,533
570.46,528
570.79,535
571.13,542
571.47,536
571.8,522
572.14,541
572.47,524
572.81,522
573.14,530
573.48,529
573.81,530
574.15,532
574.48,527
574.82,523
575.15,519
575.49,535
575.82,536
576.15,526
576.49,522
576.82,522
577.16,525
577.49,525
577.83,517
578.16,519
578.5,516
578.83,515
579.16,520
579.5,528
579.83,510
580.17,508
580.5,514
580.84,507
581.17,503
581.5,508
581.84,511
582.17,506
582.51,492
582.84,507
583.17,504
583.51,491
583.84,501
584.17,496
584.51,516
584.84,504
585.17,506
585.51,490
585.84,482
586.17,496
586.51,500
586.84,487
587.17,499
587.51,496
587.84,486
588.17,491
588.51,493
588.84,481
589.17,487
589.51,485
589.84,491
590.17,457
590.5,484
590.84,485
591.17,484
591.5,467
591.84,469
592.17,478
592.5,467
592.83,466
593.17,477
593.5,471
593.83,469
594.16,467
594.5,472
594.83,474
595.16,466
595.49,468
595.82,469
596.16,453
596.49,460
596.82,464
597.15,461
597.48,467
597.82,445
598.15,450
598.48,449
598.81,462
599.14,448
599.47,454
599.81,461
600.14,446
600.47,440
600.8,452
601.13,455
601.46,456
601.79,459
602.13,446
602.46,444
602.79,450
603.12,448
603.45,447
603.78,434
604.11,434
604.44,431
604.77,426
605.11,437
605.44,434
605.77,444
606.1,440
606.43,440
606.76,430
607.09,435
607.42,430
607.75,434
608.08,438
608.41,425
608.74,430
609.07,447
609.4,433
609.73,440
610.06,435
610.39,440
610.72,433
611.05,444
611.38,444
611.71,455
612.04,437
612.37,429
612.7,439
613.03,443
613.36,440
613.69,442
614.02,452
614.35,446
614.68,438
615.01,460
615.34,437
615.67,442
616,448
616.33,457
616.66,456
616.99,449
617.32,462
617.65,448
617.98,449
618.3,465
618.63,461
618.96,459
619.29,465
619.62,485
619.95,475
620.28,488
620.61,482
620.94,488
621.26,484
621.59,490
621.92,483
622.25,508
622.58,504
622.91,504
623.24,524
623.56,520
623.89,521
624.22,530
624.55,531
624.88,536
625.21,547
625.53,548
625.86,564
626.19,556
626.52,557
626.85,574
627.17,576
627.5,583
627.83,589
628.16,601
628.49,602
628.81,607
629.14,607
629.47,610
629.8,593
630.12,600
630.45,618
630.78,602
631.11,601
631.43,595
631.76,585
632.09,579
632.41,575
632.74,578
633.07,555
633.4,546
633.72,528
634.05,522
634.38,505
634.7,485
635.03,476
635.36,469
635.68,461
636.01,440
636.34,439
636.66,423
636.99,409
637.32,393
637.64,393
637.97,391
638.3,377
638.62,368
638.95,359
639.28,354
639.6,349
639.93,339
640.25,327
640.58,335
640.91,326
641.23,323
641.56,312
641.88,308
642.21,300
642.54,302
642.86,297
643.19,303
643.51,295
643.84,293
644.16,288
644.49,289
644.82,278
645.14,283
645.47,278
645.79,272
646.12,269
646.44,271
646.77,268
647.09,256
647.42,264
647.74,255
648.07,259
648.39,246
648.72,251
649.04,251
649.37,245
649.69,249
650.02,248
650.34,243
650.67,245
650.99,241
651.32,244
651.64,245
651.96,242
652.29,236
652.61,240
652.94,241
653.26,235
653.59,233
653.91,236
654.23,231
654.56,239
654.88,229
655.21,237
655.53,235
655.85,234
656.18,223
656.5,225
656.83,220
657.15,227
657.47,234
657.8,218
658.12,218
658.44,213
658.77,217
659.09,214
659.41,215
659.74,215
660.06,208
660.39,222
660.71,218
661.03,221
661.35,220
661.68,211
662,208
662.32,209
662.65,207
662.97,209
663.29,205
663.62,212
663.94,216
664.26,204
664.58,205
664.91,204
665.23,205
665.55,201
665.87,200
666.2,211
666.52,198
666.84,201
667.16,194
667.49,193
667.81,196
668.13,199
668.45,195
668.77,199
669.1,197
669.42,198
669.74,194
670.06,190
670.38,189
670.71,189
671.03,193
671.35,195
671.67,195
671.99,190
672.31,188
672.64,187
672.96,186
673.28,191
673.6,183
673.92,190
674.24,185
674.56,192
674.89,190
675.21,186
675.53,185
675.85,181
676.17,184
676.49,184
676.81,186
677.13,186
677.45,177
677.77,178
678.1,183
678.42,183
678.74,176
679.06,170
679.38,183
679.7,185
680.02,181
680.34,176
680.66,176
680.98,177
681.3,181
681.62,179
681.94,174
682.26,177
682.58,175
682.9,172
683.22,172
683.54,168
683.86,172
684.18,176
684.5,174
684.82,172
685.14,173
685.46,175
685.78,176
686.1,166
686.42,168
686.74,171
687.06,167
687.38,168
687.7,169
688.02,165
688.34,161
688.65,166
688.97,169
689.29,164
689.61,170
689.93,168
690.25,168
690.57,166
690.89,168
691.21,167
691.53,169
691.84,164
692.16,167
692.48,164
692.8,159
693.12,161
693.44,162
693.76,162
694.07,161
694.39,160
694.71,158
695.03,167
695.35,165
695.67,162
695.98,168
696.3,162
696.62,162
696.94,158
697.26,156
697.57,159
697.89,158
698.21,157
698.53,158
698.84,158
699.16,160
699.48,157
699.8,164
700.12,159
700.43,155
700.75,160
701.07,161
701.38,152
701.7,155
702.02,156
702.34,155
702.65,153
702.97,151
703.29,147
703.61,154
703.92,153
704.24,154
704.56,155
704.87,156
705.19,154
705.51,156
705.82,152
706.14,156
706.46,157
706.77,156
707.09,152
707.41,151
707.72,151
708.04,153
708.35,153
708.67,156
708.99,152
709.3,149
709.62,149
709.94,150
710.25,152
710.57,151
710.88,151
711.2,149
711.51,152
711.83,152
712.15,145
712.46,150
712.78,149
713.09,145
713.41,147
713.72,153
714.04,151
714.36,150
714.67,153
714.99,152
715.3,153
715.62,154
715.93,148
716.25,148
716.56,150
716.88,145
717.19,147
717.51,147
717.82,150
718.14,143
718.45,146
718.77,147
719.08,146
719.4,146
719.71,144
720.02,147
720.34,147
720.65,145
720.97,145
721.28,144
721.6,148
721.91,148
722.22,144
722.54,144
722.85,146
723.17,144
723.48,145
723.79,150
724.11,144
724.42,146
724.74,148
725.05,144
725.36,145
725.68,143
725.99,139
726.3,142
726.62,147
726.93,145
727.25,143
727.56,140
727.87,140
728.19,142
728.5,144
728.81,139
729.12,142
729.44,145
729.75,148
730.06,147
730.38,146
730.69,141
731,145
731.32,142
731.63,140
731.94,141
732.25,140
732.57,141
732.88,144
733.19,139
733.5,140
733.82,143
734.13,145
734.44,145
734.75,139
735.07,142
735.38,140
735.69,141
736,143
736.31,147
736.63,143
736.94,145
737.25,147
737.56,142
737.87,141
738.18,138
738.5,142
738.81,142
739.12,136
739.43,138
739.74,135
740.05,144
740.37,138
740.68,137
740.99,144
741.3,145
741.61,141
741.92,139
742.23,139
742.54,140
742.86,139
743.17,138
743.48,139
743.79,137
744.1,139
744.41,135
744.72,138
745.03,140
745.34,141
745.65,145
745.96,144
746.27,139
746.58,140
746.89,142
747.2,140
747.51,140
747.82,142
748.13,141
748.45,140
748.76,139
749.07,141
749.38,141
749.69,140
749.99,140
750.3,139
750.61,140
750.92,145
751.23,147
751.54,141
751.85,140
752.16,141
752.47,142
752.78,146
753.09,139
753.4,136
753.71,138
754.02,138
754.33,135
754.64,139
754.95,139
755.26,143
755.56,143
755.87,138
756.18,138
756.49,137
756.8,139
757.11,138
757.42,136
757.73,135
758.03,141
758.34,139
758.65,140
758.96,139
759.27,142
759.58,139
759.89,136
760.19,138
760.5,139
760.81,138
761.12,137
761.43,138
761.73,142
762.04,142
762.35,140
762.66,140
762.97,140
763.27,142
763.58,137
763.89,140
764.2,133
764.5,136
764.81,140
765.12,139
765.43,142
765.73,138
766.04,134
766.35,135
766.66,135
766.96,136
767.27,135
767.58,141
767.88,137
768.19,134
768.5,134
768.81,137
769.11,135
769.42,135
769.73,139
770.03,137
770.34,138
770.65,135
770.95,135
771.26,138
771.56,141
771.87,141
772.18,136
772.48,137
772.79,138
773.1,138
773.4,135
773.71,140
774.01,139
774.32,142
774.63,141
774.93,140
775.24,137
775.54,140
775.85,136
776.16,138
776.46,135
776.77,136
777.07,137
777.38,135
777.68,137
777.99,137
778.29,138
778.6,137
778.9,133
779.21,132
779.51,134
779.82,136
780.12,136
780.43,134
780.73,136
781.04,136
781.34,140
781.65,139
781.95,137
782.26,139
782.56,140
782.87,138
783.17,138
783.48,138
783.78,136
784.09,140
784.39,139
784.69,138
785,138
785.3,136
785.61,136
785.91,137
786.21,138
786.52,136
786.82,140
787.13,139
787.43,134
787.73,139
788.04,140
788.34,138
788.65,135
788.95,131
789.25,131
789.56,134
789.86,133
790.16,136
790.47,141
790.77,142
791.07,137
791.38,141
791.68,134
791.98,138
792.29,141
792.59,138
792.89,141
793.19,140
793.5,137
793.8,139
794.1,141
794.4,142
794.71,139
795.01,135
795.31,137
795.62,135
795.92,135
796.22,137
796.52,137
796.82,133
797.13,134
797.43,137
797.73,136
798.03,135
798.34,137
798.64,136
798.94,137
799.24,137
799.54,137
799.84,138
800.15,142
800.45,141
800.75,139
801.05,137
801.35,140
801.65,136
801.96,136
802.26,136
802.56,138
802.86,140
803.16,141
803.46,141
803.76,141
804.06,137
804.36,135
804.67,133
804.97,134
805.27,139
805.57,138
805.87,138
806.17,138
806.47,135
806.77,140
807.07,138
807.37,134
807.67,137
807.97,136
808.27,135
808.57,140
808.87,140
809.17,137
809.47,139
809.77,137
810.07,135
810.37,134
810.67,136
810.97,136
811.27,134
811.57,137
811.87,140
812.17,140
812.47,137
812.77,138
813.07,136
813.37,137
813.67,139
813.97,138
814.27,135
814.57,139
814.87,136
815.17,138
815.47,140
815.76,140
816.06,137
816.36,141
816.66,140
816.96,135
817.26,132
817.56,134
817.86,136
818.16,136
818.45,139
818.75,140
819.05,139
819.35,135
819.65,134
819.95,135
820.24,133
820.54,134
820.84,137
821.14,136
821.44,140
821.74,141
822.03,139
822.33,142
822.63,138
822.93,137
823.22,139
823.52,135
823.82,136
824.12,138
824.42,140
824.71,139
825.01,143
825.31,144
825.61,139
825.9,141
826.2,140
826.5,139
826.79,135
827.09,135
827.39,135
827.69,139
827.98,139
828.28,133
828.58,136
828.87,139
829.17,141
829.47,136
829.76,137
830.06,138
830.36,139
830.65,137
830.95,138
831.25,138
831.54,136
831.84,134
832.13,136
832.43,137
832.73,131
833.02,133
833.32,138
833.61,136
833.91,136
834.21,141
834.5,141
834.8,139
835.09,137
835.39,138
835.68,139
835.98,141
836.28,140
836.57,138
836.87,136
837.16,136
837.46,134
837.75,135
838.05,136
838.34,137
838.64,139
838.93,140
839.23,142
839.52,141
839.82,140
840.11,140
840.41,140
840.7,141
841,141
841.29,139
841.59,139
841.88,137
842.17,136
842.47,133
842.76,137
843.06,138
843.35,139
843.65,138
843.94,137
844.23,138
844.53,135
844.82,138
845.12,137
845.41,136
845.7,140
846,142
846.29,140
846.58,141
846.88,143
847.17,144
847.47,140
847.76,137
848.05,142
848.35,143
848.64,141
848.93,142
849.23,143
849.52,139
849.81,142
850.1,142
850.4,141
850.69,141
850.98,141
851.28,137
851.57,139
851.86,139
852.15,143
852.45,137
852.74,144
853.03,145
853.32,144
853.62,141
853.91,143
854.2,142
854.49,141
854.79,142
855.08,139
855.37,139
855.66,144
855.95,142
856.25,143
856.54,143
856.83,142
857.12,142
857.41,144
857.71,143
858,143
858.29,142
858.58,139
858.87,142
859.16,143
859.45,140
859.75,146
860.04,141
860.33,142
860.62,143
860.91,148
861.2,143
861.49,145
861.78,142
862.07,146
862.36,147
862.66,146
862.95,145
863.24,151
863.53,148
863.82,141
864.11,146
864.4,151
864.69,152
864.98,148
865.27,147
865.56,148
865.85,151
866.14,149
866.43,148
866.72,149
867.01,147
867.3,150
867.59,150
867.88,147
868.17,149
868.46,148
868.75,152
869.04,155
869.33,156
869.62,151
869.91,148
870.2,152
870.49,152
870.77,155
871.06,152
871.35,154
871.64,152
871.93,151
872.22,150
872.51,156
872.8,155
873.09,151
873.38,154
873.66,155
873.95,153
874.24,150
874.53,152
874.82,156
875.11,150
875.4,148
875.68,152
875.97,150
876.26,153
876.55,153
876.84,150
877.13,150
877.41,153
877.7,156
877.99,154
878.28,152
878.57,151
878.85,152
879.14,153
879.43,153
879.72,153
880,153
880.29,153
880.58,155
880.87,156
881.15,155
881.44,151
881.73,155
882.01,156
882.3,155
882.59,151
882.88,150
883.16,154
883.45,158
883.74,155
884.02,149
884.31,152
884.6,149
884.88,154
885.17,151
885.46,151
885.74,155
886.03,152
886.32,150
886.6,155
886.89,156
887.17,151
887.46,158
887.75,157
888.03,149
888.32,153
888.61,158
888.89,158
889.18,158
889.46,156
889.75,152
890.03,153
890.32,157
890.61,155
890.89,156
891.18,151
891.46,153
891.75,152
892.03,153
892.32,159
892.6,159
892.89,150
893.17,155
893.46,158
893.74,155
894.03,156
894.31,156
894.6,160
894.88,156
895.17,157
895.45,155
895.74,155
896.02,159
896.31,153
896.59,156
896.87,151
897.16,154
897.44,152
897.73,148
898.01,155
898.29,156
898.58,156
898.86,152
899.15,155
899.43,157
899.71,153
900,158
900.28,157
900.57,161
900.85,163
901.13,166
901.42,162
901.7,164
901.98,157
902.27,153
902.55,157
902.83,154
903.12,164
903.4,167
903.68,157
903.97,160
904.25,157
904.53,159
904.81,161
905.1,161
905.38,161
905.66,160
905.95,167
906.23,160
906.51,154
906.79,159
907.07,162
907.36,157
907.64,158
907.92,161
908.2,162
908.49,160
908.77,159
909.05,159
909.33,161
909.61,158
909.9,162
910.18,166
910.46,169
910.74,165
911.02,167
911.3,163
911.59,161
911.87,165
912.15,168
912.43,165
912.71,166
912.99,166
913.27,161
913.56,160
913.84,159
914.12,163
914.4,165
914.68,159
914.96,158
915.24,161
915.52,160
915.8,166
916.08,165
916.36,165
916.64,165
916.92,166
917.21,166
917.49,167
917.77,162
918.05,160
918.33,165
918.61,165
918.89,164
919.17,159
919.45,161
919.73,162
920.01,165
920.29,159
920.57,163
920.85,162
921.13,157
921.4,158
921.68,157
921.96,163
922.24,157
922.52,159
922.8,161
923.08,155
923.36,159
923.64,160
923.92,160
924.2,155
924.48,157
924.76,157
925.03,157
925.31,156
925.59,155
925.87,154
926.15,156
926.43,154
926.71,155
926.99,152
927.26,152
927.54,154
927.82,154
928.1,155
928.38,149
928.65,148
928.93,148
929.21,149
929.49,151
929.77,151
930.04,154
930.32,148
930.6,152
930.88,150
931.16,150
931.43,148
931.71,153
931.99,152
932.27,150
932.54,148
932.82,151
933.1,153
933.38,151
933.65,145
933.93,144
934.21,148
934.48,149
934.76,143
935.04,142
935.31,145
935.59,143
935.87,146
936.14,145
936.42,147
936.7,147
936.97,147
937.25,146
937.53,146
937.8,146
938.08,147
938.36,143
938.63,144
938.91,143
939.18,144
939.46,145
939.74,145
940.01,147
940.29,148
940.56,143
940.84,146
941.11,144
941.39,145
941.67,144
941.94,146
942.22,138
942.49,143
942.77,143
943.04,144
943.32,146
943.59,141
943.87,142
944.14,143
944.42,138
944.69,138
944.97,141
945.24,141
945.52,141
945.79,146
946.07,146
946.34,142
946.62,144
946.89,140
947.16,140
947.44,142
947.71,142
947.99,145
948.26,145
948.54,141
948.81,144
949.08,142
949.36,139
949.63,141
949.91,141
950.18,139
950.45,140
950.73,141
951,140
951.27,138
951.55,139
951.82,139
952.09,138
952.37,141
952.64,141
952.91,139
953.19,143
953.46,140
953.73,138
954.01,139
954.28,140
954.55,141
954.82,145
955.1,140
955.37,143
955.64,139
955.92,137
956.19,141
956.46,140
956.73,142
957.01,136
957.28,134
957.55,137
957.82,137
958.09,142
958.37,138
958.64,139
958.91,139
959.18,136
959.45,136
959.73,137
960,139
960.27,138
960.54,139
960.81,143
961.08,140
961.36,138
961.63,143
961.9,138
962.17,142
962.44,141
962.71,141
962.98,139
963.25,138
963.53,139
963.8,141
964.07,141
964.34,138
964.61,135
964.88,133
965.15,136
965.42,136
965.69,140
965.96,139
966.23,144
966.5,137
966.77,139
967.04,138
967.31,136
967.58,139
967.85,140
968.12,143
968.39,140
968.66,139
968.93,141
969.2,137
969.47,135
969.74,137
970.01,138
970.28,139
970.55,137
970.82,136
971.09,138
971.36,140
971.63,138
971.9,137
972.17,138
972.44,140
972.71,140
972.97,138
973.24,141
973.51,138
973.78,134
974.05,138
974.32,138
974.59,135
974.86,140
975.12,139
975.39,136
975.66,136
975.93,141
976.2,139
976.47,138
976.73,140
977,138
977.27,137
977.54,138
977.81,140
978.07,137
978.34,135
978.61,136
978.88,137
979.15,138
979.41,138
979.68,140
979.95,139
980.22,137
980.48,141
980.75,139
981.02,138
981.29,137
981.55,137
981.82,139
982.09,139
982.35,138
982.62,139
982.89,137
983.15,135
983.42,136
983.69,139
983.95,139
984.22,138
984.49,138
984.75,137
985.02,137
985.29,133
985.55,133
985.82,136
986.09,136
986.35,138
986.62,136
986.88,135
987.15,134
987.42,136
987.68,138
987.95,136
988.21,136
988.48,138
988.74,141
989.01,136
989.27,136
989.54,137
989.81,132
990.07,137
990.34,137
990.6,139
990.87,140
991.13,137
991.4,137
991.66,134
991.93,140
992.19,137
992.46,135
992.72,134
992.99,137
993.25,138
993.51,138
993.78,133
994.04,135
994.31,135
994.57,136
994.84,137
995.1,137
995.36,135
995.63,138
995.89,137
996.16,136
996.42,133
996.68,133
996.95,137
997.21,141
997.48,140
997.74,137
998,135
998.27,137
998.53,138
998.79,138
999.06,137
999.32,138
999.58,138
