7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1583338860, +3.43, +16.954, +160.44854, +1031.000, -32.000, +248.000
1583338920, +3.43, +16.962, +160.71485, +1030.000, -26.000, +248.000
1583338980, +3.43, +16.928, +160.65911, +1031.000, -32.000, +246.000
1583339040, +3.43, +16.954, +160.26275, +1036.000, -32.000, +240.000
1583339100, +3.43, +16.928, +160.23488, +1036.000, -29.000, +248.000
1583339160, +3.43, +16.954, +160.29991, +1031.000, -26.000, +248.000
1583339220, +3.43, +16.954, +160.78607, +1040.000, -26.000, +240.000
1583339280, +3.43, +16.962, +160.63124, +1039.000, -32.000, +243.000
1583339340, +3.43, +16.971, +160.64982, +1032.000, -29.000, +243.000
1583339400, +3.43, +16.928, +160.18843, +1030.000, -26.000, +248.000
1583339460, +3.43, +16.954, +160.64672, +1031.000, -28.000, +248.000
1583339520, +3.43, +16.954, +160.69008, +1036.000, -32.000, +244.000
1583339580, +3.43, +16.920, +159.80755, +1031.000, -29.000, +244.000
1583339640, +3.43, +16.945, +160.57241, +1039.000, -25.000, +240.000
1583339700, +3.43, +16.928, +160.54454, +1039.000, -26.000, +243.000
1583339760, +3.43, +16.945, +160.24107, +1027.000, -29.000, +249.000
1583339820, +3.43, +16.945, +160.13269, +1036.000, -29.000, +248.000
1583339880, +3.43, +16.962, +160.65911, +1038.000, -29.000, +243.000
1583339940, +3.43, +16.954, +160.40829, +1031.000, -32.000, +246.000
1583340000, +3.43, +16.945, +160.30610, +1036.000, -26.000, +248.000
1583340060, +3.43, +16.937, +160.16675, +1036.000, -29.000, +242.000
1583340120, +3.43, +16.954, +160.56931, +1033.000, -28.000, +246.000
1583340180, +3.43, +16.937, +160.76439, +1036.000, -26.000, +243.000
1583340240, +3.43, +16.937, +160.21011, +1033.000, -25.000, +243.000
1583340300, +3.43, +16.911, +160.55073, +1038.000, -29.000, +244.000
1583340360, +3.43, +16.945, +160.10173, +1039.000, -32.000, +243.000
1583340420, +3.43, +16.962, +160.35565, +1032.000, -28.000, +244.000
1583340480, +3.43, +16.945, +159.97477, +1032.000, -32.000, +248.000
1583340540, +3.43, +16.954, +159.80755, +1035.000, -29.000, +246.000
1583340600, +3.43, +16.971, +160.17914, +1036.000, -29.000, +246.000
1583340660, +3.43, +16.954, +159.64962, +1038.000, -26.000, +243.000
1583340720, +3.43, +16.954, +160.07076, +1039.000, -26.000, +243.000
1583340780, +3.43, +16.954, +159.82303, +1039.000, -29.000, +240.000
1583340840, +3.43, +16.945, +159.97167, +1032.000, -31.000, +243.000
1583340900, +3.43, +16.945, +160.04289, +1036.000, -32.000, +248.000
1583340960, +3.43, +16.954, +159.75800, +1032.000, -29.000, +243.000
1583341020, +3.43, +16.962, +159.70536, +1032.000, -29.000, +246.000
1583341080, +3.43, +16.962, +160.03979, +1039.000, -26.000, +240.000
1583341140, +3.43, +16.979, +160.28442, +1033.000, -29.000, +248.000
1583341200, +3.43, +16.962, +168.98892, +1036.000, -26.000, +243.000
1583341260, +3.43, +16.928, +180.30074, +1043.000, -24.000, +240.000
1583341320, +3.43, +16.937, +179.72168, +1038.000, -26.000, +243.000
1583341380, +3.43, +16.962, +179.78671, +1036.000, -29.000, +246.000
1583341440, +3.43, +16.945, +179.82387, +1038.000, -29.000, +246.000
1583341500, +3.43, +16.962, +179.26648, +1038.000, -29.000, +240.000
1583341560, +3.43, +16.988, +178.95992, +1036.000, -28.000, +241.000
1583341620, +3.43, +16.971, +179.17358, +1031.000, -31.000, +248.000
1583341680, +3.43, +16.954, +178.39634, +1024.000, -28.000, +248.000
1583341740, +3.43, +16.954, +178.05572, +1040.000, -29.000, +241.000
1583341800, +3.43, +16.971, +178.27867, +1036.000, -29.000, +248.000
1583341860, +3.43, +16.945, +178.04952, +1036.000, -26.000, +246.000
1583341920, +3.43, +16.962, +176.83566, +1043.000, -28.000, +240.000
1583341980, +3.43, +16.945, +177.33112, +1032.000, -32.000, +246.000
1583342040, +3.43, +16.954, +177.16080, +1031.000, -29.000, +248.000
1583342100, +3.43, +16.979, +177.27538, +1032.000, -29.000, +246.000
1583342160, +3.43, +16.962, +176.82328, +1036.000, -26.000, +246.000
1583342220, +3.43, +16.979, +177.50762, +1036.000, -29.000, +240.000
1583342280, +3.43, +16.945, +177.34350, +1036.000, -31.000, +243.000
1583342340, +3.43, +16.928, +177.88231, +1038.000, -26.000, +248.000
1583342400, +3.43, +16.954, +177.82038, +1038.000, -31.000, +240.000
1583342460, +3.43, +16.954, +177.55717, +1039.000, -29.000, +246.000
1583342520, +3.43, +16.979, +177.68413, +1039.000, -26.000, +240.000
1583342580, +3.43, +16.954, +178.01546, +1038.000, -29.000, +241.000
1583342640, +3.43, +16.971, +178.06810, +1032.000, -32.000, +249.000
1583342700, +3.43, +16.928, +177.74606, +1027.000, -29.000, +249.000
1583342760, +3.43, +16.937, +178.27867, +1036.000, -26.000, +244.000
1583342820, +3.43, +16.945, +178.62858, +1036.000, -29.000, +244.000
1583342880, +3.43, +16.954, +178.82367, +1036.000, -26.000, +243.000
1583342940, +3.43, +16.979, +179.17668, +1040.000, -25.000, +243.000
1583343000, +3.43, +16.962, +178.90728, +1036.000, -29.000, +240.000
1583343060, +3.43, +16.928, +179.25409, +1039.000, -25.000, +243.000
1583343120, +3.43, +16.928, +179.09307, +1043.000, -24.000, +240.000
1583343180, +3.43, +16.954, +179.35318, +1038.000, -28.000, +246.000
1583343240, +3.43, +16.945, +178.75864, +1033.000, -26.000, +243.000
1583343300, +3.43, +16.954, +179.23242, +1032.000, -31.000, +243.000
1583343360, +3.43, +16.954, +178.59762, +1032.000, -26.000, +248.000
1583343420, +3.43, +16.971, +179.04043, +1038.000, -28.000, +243.000
1583343480, +3.43, +16.962, +179.17978, +1036.000, -28.000, +246.000
1583343540, +3.43, +16.954, +178.95992, +1036.000, -26.000, +248.000
1583343600, +3.43, +16.954, +179.26648, +1031.000, -31.000, +248.000
1583343660, +3.43, +16.954, +179.04353, +1036.000, -28.000, +246.000
1583343720, +3.43, +16.945, +178.43969, +1036.000, -26.000, +248.000
1583343780, +3.43, +16.945, +179.30054, +1024.000, -32.000, +248.000
1583343840, +3.43, +16.945, +178.74625, +1031.000, -32.000, +248.000
1583343900, +3.43, +16.928, +178.25390, +1032.000, -28.000, +248.000
1583343960, +3.43, +16.954, +178.54807, +1038.000, -29.000, +240.000
1583344020, +3.43, +16.979, +179.19526, +1032.000, -31.000, +246.000
1583344080, +3.43, +16.979, +179.27887, +1040.000, -32.000, +240.000
1583344140, +3.43, +16.945, +179.27887, +1038.000, -26.000, +240.000
1583344200, +3.43, +16.979, +179.22313, +1038.000, -29.000, +246.000
1583344260, +3.43, +16.945, +179.43679, +1036.000, -31.000, +243.000
1583344320, +3.43, +16.945, +179.37176, +1036.000, -26.000, +240.000
1583344380, +3.43, +16.928, +178.82986, +1036.000, -26.000, +246.000
1583344440, +3.43, +16.971, +179.16739, +1040.000, -20.000, +240.000
1583344500, +3.43, +16.945, +179.12404, +1031.000, -32.000, +248.000
1583344560, +3.43, +16.962, +178.77103, +1036.000, -28.000, +246.000
1583344620, +3.43, +16.979, +178.96921, +1039.000, -26.000, +240.000
1583344680, +3.43, +16.962, +179.12713, +1036.000, -32.000, +248.000
1583344740, +3.43, +16.954, +179.28196, +1032.000, -32.000, +241.000
1583344800, +3.43, +16.920, +181.35977, +1040.000, -25.000, +240.000
1583344860, +3.43, +16.962, +184.53067, +1036.000, -26.000, +244.000
1583344920, +3.43, +16.954, +184.23650, +1040.000, -24.000, +243.000
1583344980, +3.43, +16.954, +184.50280, +1040.000, -29.000, +243.000
1583345040, +3.43, +16.945, +184.35107, +1036.000, -32.000, +243.000
1583345100, +3.43, +16.971, +184.51829, +1038.000, -29.000, +240.000
1583345160, +3.43, +16.954, +184.50280, +1038.000, -29.000, +241.000
1583345220, +3.43, +16.971, +184.15289, +1038.000, -31.000, +243.000
1583345280, +3.43, +16.979, +184.43158, +1038.000, -29.000, +246.000
1583345340, +3.43, +16.971, +184.33868, +1039.000, -26.000, +244.000
1583345400, +3.43, +16.962, +184.99516, +1031.000, -32.000, +248.000
1583345460, +3.43, +16.954, +184.20863, +1025.000, -32.000, +248.000
1583345520, +3.43, +16.979, +185.24598, +1038.000, -29.000, +244.000
1583345580, +3.43, +16.954, +184.32320, +1031.000, -29.000, +248.000
1583345640, +3.43, +16.937, +184.13741, +1038.000, -29.000, +243.000
1583345700, +3.43, +16.962, +184.46564, +1036.000, -29.000, +240.000
1583345760, +3.43, +16.954, +183.80607, +1036.000, -31.000, +246.000
1583345820, +3.43, +16.979, +184.71337, +1039.000, -29.000, +248.000
1583345880, +3.43, +16.962, +184.60499, +1033.000, -26.000, +243.000
1583345940, +3.43, +16.979, +184.30462, +1031.000, -28.000, +243.000
1583346000, +3.43, +16.979, +184.72885, +1038.000, -32.000, +243.000
1583346060, +3.43, +16.962, +184.14670, +1039.000, -25.000, +243.000
1583346120, +3.43, +16.954, +184.96729, +1036.000, -29.000, +246.000
1583346180, +3.43, +16.911, +184.62357, +1031.000, -29.000, +243.000
1583346240, +3.43, +16.954, +184.62357, +1027.000, -32.000, +252.000
1583346300, +3.43, +16.962, +185.09425, +1030.000, -31.000, +248.000
1583346360, +3.43, +16.962, +184.34488, +1038.000, -29.000, +243.000
1583346420, +3.43, +16.954, +185.30482, +1036.000, -28.000, +248.000
1583346480, +3.43, +16.971, +184.78150, +1036.000, -32.000, +246.000
1583346540, +3.43, +16.945, +184.27985, +1031.000, -32.000, +248.000
1583346600, +3.43, +16.954, +184.08786, +1036.000, -28.000, +246.000
1583346660, +3.43, +16.962, +184.58331, +1030.000, -26.000, +248.000
1583346720, +3.43, +16.911, +184.35107, +1032.000, -29.000, +248.000
1583346780, +3.43, +16.954, +183.80298, +1036.000, -29.000, +243.000
1583346840, +3.43, +16.962, +184.38513, +1036.000, -32.000, +243.000
1583346900, +3.43, +16.962, +184.76292, +1032.000, -28.000, +246.000
1583346960, +3.43, +16.971, +184.30772, +1033.000, -28.000, +248.000
1583347020, +3.43, +16.962, +184.17457, +1036.000, -29.000, +246.000
1583347080, +3.43, +16.962, +183.55835, +1038.000, -28.000, +244.000
1583347140, +3.43, +16.962, +184.00116, +1038.000, -26.000, +244.000
1583347200, +3.43, +16.954, +183.86800, +1038.000, -28.000, +244.000
1583347260, +3.43, +16.945, +184.23340, +1038.000, -26.000, +240.000
1583347320, +3.43, +16.962, +184.61428, +1038.000, -29.000, +246.000
1583347380, +3.43, +16.945, +184.93323, +1036.000, -26.000, +244.000
1583347440, +3.43, +16.971, +183.68840, +1036.000, -29.000, +246.000
1583347500, +3.43, +16.937, +185.15618, +1027.000, -32.000, +252.000
1583347560, +3.43, +16.945, +185.24289, +1031.000, -32.000, +244.000
1583347620, +3.43, +16.928, +184.03832, +1036.000, -32.000, +246.000
1583347680, +3.43, +16.945, +183.98567, +1039.000, -28.000, +244.000
1583347740, +3.43, +16.954, +183.94542, +1036.000, -32.000, +243.000
1583347800, +3.43, +16.971, +183.98258, +1031.000, -32.000, +246.000
1583347860, +3.43, +16.962, +184.59570, +1035.000, -28.000, +246.000
1583347920, +3.43, +16.954, +183.76272, +1039.000, -28.000, +248.000
1583347980, +3.43, +16.954, +184.64525, +1036.000, -26.000, +243.000
1583348040, +3.43, +16.945, +184.58022, +1020.000, -32.000, +249.000
1583348100, +3.43, +16.971, +184.66073, +1039.000, -26.000, +246.000
1583348160, +3.43, +16.979, +184.72266, +1031.000, -29.000, +246.000
1583348220, +3.43, +16.954, +184.62976, +1036.000, -29.000, +248.000
1583348280, +3.43, +16.945, +184.85581, +1036.000, -29.000, +243.000
1583348340, +3.43, +16.954, +183.77820, +1036.000, -28.000, +244.000
1583348400, +3.43, +16.945, +184.27675, +1031.000, -29.000, +248.000
1583348460, +3.43, +16.954, +183.84942, +1031.000, -32.000, +246.000
1583348520, +3.43, +16.945, +183.75033, +1040.000, -28.000, +240.000
1583348580, +3.43, +16.962, +183.60170, +1038.000, -26.000, +244.000
1583348640, +3.43, +16.945, +183.93303, +1039.000, -26.000, +240.000
1583348700, +3.43, +16.954, +184.23650, +1041.000, -28.000, +240.000
1583348760, +3.43, +16.945, +183.61408, +1040.000, -26.000, +240.000
1583348820, +3.43, +16.979, +184.14670, +1039.000, -31.000, +243.000
1583348880, +3.43, +16.954, +184.00116, +1038.000, -26.000, +243.000
1583348940, +3.43, +16.962, +184.83104, +1036.000, -29.000, +248.000
1583349000, +3.43, +16.962, +184.66383, +1035.000, -32.000, +243.000
1583349060, +3.43, +16.971, +184.36036, +1036.000, -29.000, +248.000
1583349120, +3.43, +16.962, +184.72885, +1036.000, -28.000, +246.000
1583349180, +3.43, +16.962, +184.50280, +1038.000, -29.000, +240.000
1583349240, +3.43, +16.954, +184.71337, +1040.000, -26.000, +240.000
1583349300, +3.43, +16.945, +184.60189, +1038.000, -28.000, +243.000
1583349360, +3.43, +16.945, +184.67621, +1039.000, -28.000, +243.000
1583349420, +3.43, +16.962, +184.52448, +1041.000, -29.000, +238.000
1583349480, +3.43, +16.945, +184.02283, +1033.000, -29.000, +241.000
1583349540, +3.43, +16.962, +184.84033, +1030.000, -32.000, +246.000
1583349600, +3.43, +16.937, +184.77840, +1031.000, -31.000, +246.000
1583349660, +3.43, +16.971, +184.40681, +1036.000, -29.000, +240.000
1583349720, +3.43, +16.962, +183.94232, +1039.000, -28.000, +243.000
1583349780, +3.43, +16.979, +184.58022, +1036.000, -28.000, +240.000
1583349840, +3.43, +16.971, +184.19314, +1032.000, -28.000, +248.000
1583349900, +3.43, +16.954, +184.32939, +1036.000, -28.000, +248.000
1583349960, +3.43, +16.971, +184.56473, +1031.000, -29.000, +243.000
1583350020, +3.43, +16.962, +184.49971, +1030.000, -32.000, +246.000
1583350080, +3.43, +16.971, +184.68550, +1039.000, -26.000, +243.000
1583350140, +3.43, +16.988, +185.09735, +1039.000, -28.000, +243.000
1583350200, +3.43, +16.962, +184.60499, +1036.000, -29.000, +243.000
1583350260, +3.43, +16.979, +183.92374, +1039.000, -25.000, +243.000
1583350320, +3.43, +16.988, +184.71956, +1039.000, -28.000, +240.000
1583350380, +3.43, +16.962, +184.32939, +1020.000, -32.000, +248.000
1583350440, +3.43, +16.971, +184.45326, +1039.000, -29.000, +240.000
1583350500, +3.43, +16.945, +184.76911, +1031.000, -28.000, +243.000
1583350560, +3.43, +16.945, +184.58641, +1033.000, -29.000, +248.000
1583350620, +3.43, +16.962, +183.96709, +1043.000, -32.000, +240.000
1583350680, +3.43, +16.937, +185.08496, +1033.000, -24.000, +248.000
1583350740, +3.43, +16.979, +183.42210, +1032.000, -32.000, +248.000
1583350800, +3.43, +16.962, +183.91445, +1038.000, -32.000, +246.000
1583350860, +3.43, +16.971, +184.05380, +1043.000, -25.000, +240.000
1583350920, +3.43, +16.954, +184.24269, +1036.000, -31.000, +243.000
1583350980, +3.43, +16.962, +184.19934, +1038.000, -29.000, +241.000
1583351040, +3.43, +16.954, +184.67931, +1040.000, -24.000, +240.000
1583351100, +3.43, +16.945, +184.74743, +1032.000, -29.000, +246.000
1583351160, +3.43, +16.945, +185.44416, +1030.000, -29.000, +248.000
1583351220, +3.43, +16.954, +184.46564, +1027.000, -31.000, +248.000
1583351280, +3.43, +16.962, +184.48113, +1027.000, -32.000, +248.000
1583351340, +3.43, +16.945, +184.40371, +1036.000, -31.000, +246.000
1583351400, +3.43, +16.962, +184.76601, +1038.000, -28.000, +244.000
1583351460, +3.43, +16.971, +183.99806, +1025.000, -32.000, +248.000
1583351520, +3.43, +16.962, +183.79369, +1038.000, -29.000, +240.000
1583351580, +3.43, +16.962, +183.38494, +1039.000, -28.000, +240.000
1583351640, +3.43, +16.971, +183.40661, +1033.000, -29.000, +244.000
1583351700, +3.43, +16.954, +182.95761, +1038.000, -29.000, +243.000
1583351760, +3.43, +16.962, +183.56144, +1032.000, -29.000, +248.000
1583351820, +3.43, +16.937, +182.96070, +1032.000, -31.000, +249.000
1583351880, +3.43, +16.945, +183.34778, +1040.000, -26.000, +241.000
1583351940, +3.43, +16.962, +184.14360, +1040.000, -29.000, +240.000
1583352000, +3.43, +16.954, +183.27656, +1031.000, -29.000, +246.000
1583352060, +3.43, +16.954, +183.66363, +1033.000, -29.000, +243.000
1583352120, +3.43, +16.971, +183.32610, +1036.000, -28.000, +248.000
1583352180, +3.43, +16.962, +183.26727, +1039.000, -29.000, +240.000
1583352240, +3.43, +16.954, +183.08147, +1033.000, -32.000, +246.000
1583352300, +3.43, +16.954, +183.11244, +1038.000, -32.000, +246.000
1583352360, +3.43, +16.928, +182.92974, +1038.000, -31.000, +246.000
1583352420, +3.43, +16.971, +183.18366, +1032.000, -29.000, +246.000
1583352480, +3.43, +16.945, +182.74394, +1038.000, -26.000, +243.000
1583352540, +3.43, +16.979, +182.64485, +1033.000, -28.000, +244.000
1583352600, +3.43, +16.971, +182.86471, +1036.000, -29.000, +241.000
1583352660, +3.43, +16.971, +182.49002, +1035.000, -26.000, +248.000
1583352720, +3.43, +16.979, +182.84923, +1033.000, -29.000, +240.000
1583352780, +3.43, +16.962, +184.08786, +1040.000, -28.000, +240.000
1583352840, +3.43, +16.928, +182.91116, +1032.000, -31.000, +248.000
1583352900, +3.43, +16.945, +182.39403, +1030.000, -31.000, +248.000
1583352960, +3.43, +16.937, +183.08766, +1025.000, -29.000, +248.000
1583353020, +3.43, +16.911, +183.40042, +1027.000, -31.000, +248.000
1583353080, +3.43, +16.928, +182.95761, +1032.000, -32.000, +248.000
1583353140, +3.43, +16.903, +182.93593, +1027.000, -32.000, +252.000
1583353200, +3.43, +16.928, +182.78420, +1039.000, -29.000, +243.000
1583353260, +3.43, +16.937, +183.20843, +1036.000, -26.000, +244.000
1583353320, +3.43, +16.886, +182.50860, +1033.000, -32.000, +248.000
1583353380, +3.43, +16.920, +182.61698, +1031.000, -26.000, +244.000
1583353440, +3.43, +16.911, +182.88329, +1039.000, -31.000, +240.000
1583353500, +3.43, +16.920, +181.98838, +1033.000, -26.000, +248.000
1583353560, +3.43, +16.903, +182.15869, +1039.000, -28.000, +243.000
1583353620, +3.43, +16.920, +182.19895, +1043.000, -26.000, +240.000
1583353680, +3.43, +16.894, +182.67582, +1036.000, -31.000, +246.000
1583353740, +3.43, +16.911, +183.03193, +1036.000, -26.000, +246.000
1583353800, +3.43, +16.886, +182.23920, +1036.000, -26.000, +248.000
1583353860, +3.43, +16.860, +183.06289, +1039.000, -26.000, +240.000
1583353920, +3.43, +16.911, +182.33519, +1044.000, -25.000, +238.000
1583353980, +3.43, +16.894, +183.74724, +1039.000, -32.000, +240.000
1583354040, +3.43, +16.903, +183.01644, +1048.000, -26.000, +240.000
1583354100, +3.43, +16.894, +182.76252, +1040.000, -24.000, +240.000
1583354160, +3.43, +16.911, +182.79968, +1032.000, -31.000, +248.000
1583354220, +3.43, +16.903, +183.96090, +1043.000, -28.000, +240.000
1583354280, +3.43, +16.877, +182.54886, +1032.000, -29.000, +243.000
1583354340, +3.43, +16.903, +183.36326, +1036.000, -32.000, +246.000
1583354400, +3.43, +16.911, +182.64176, +1032.000, -32.000, +248.000
1583354460, +3.43, +16.886, +182.65724, +1036.000, -31.000, +246.000
1583354520, +3.43, +16.894, +182.77181, +1031.000, -28.000, +243.000
1583354580, +3.43, +16.886, +182.70369, +1040.000, -24.000, +243.000
1583354640, +3.43, +16.886, +182.63247, +1043.000, -28.000, +240.000
1583354700, +3.43, +16.886, +182.99477, +1039.000, -32.000, +246.000
1583354760, +3.43, +16.903, +183.15269, +1032.000, -32.000, +248.000
1583354820, +3.43, +16.911, +183.53667, +1040.000, -26.000, +243.000
1583354880, +3.43, +16.920, +183.04122, +1043.000, -25.000, +240.000
1583354940, +3.43, +16.903, +183.08766, +1025.000, -29.000, +248.000
1583355000, +3.43, +16.903, +183.12173, +1036.000, -29.000, +248.000
1583355060, +3.43, +16.911, +182.78110, +1038.000, -26.000, +248.000
1583355120, +3.43, +16.886, +183.12792, +1038.000, -24.000, +243.000
1583355180, +3.43, +16.877, +182.43119, +1036.000, -26.000, +248.000
1583355240, +3.43, +16.860, +181.78400, +1033.000, -24.000, +244.000
1583355300, +3.43, +16.894, +182.35687, +1040.000, -24.000, +240.000
1583355360, +3.43, +16.877, +182.79349, +1040.000, -26.000, +240.000
1583355420, +3.43, +16.903, +182.02863, +1040.000, -26.000, +240.000
1583355480, +3.43, +16.903, +181.54866, +1039.000, -28.000, +246.000
1583355540, +3.43, +16.886, +182.31971, +1040.000, -25.000, +243.000
1583355600, +3.43, +16.903, +177.13293, +1038.000, -26.000, +246.000
1583355660, +3.43, +16.877, +167.44063, +1043.000, -26.000, +240.000
1583355720, +3.43, +16.911, +168.00111, +1040.000, -26.000, +240.000
1583355780, +3.43, +16.877, +167.56449, +1036.000, -26.000, +248.000
1583355840, +3.43, +16.903, +168.39128, +1040.000, -24.000, +240.000
1583355900, +3.43, +16.869, +168.98582, +1039.000, -28.000, +243.000
1583355960, +3.43, +16.894, +168.80313, +1040.000, -29.000, +243.000
1583356020, +3.43, +16.903, +167.46850, +1039.000, -26.000, +241.000
1583356080, +3.43, +16.886, +168.06614, +1032.000, -31.000, +244.000
1583356140, +3.43, +16.911, +168.52443, +1036.000, -26.000, +240.000
1583356200, +3.43, +16.886, +168.55230, +1036.000, -26.000, +240.000
1583356260, +3.43, +16.903, +169.36980, +1038.000, -26.000, +244.000
1583356320, +3.43, +16.894, +167.64810, +1035.000, -32.000, +246.000
1583356380, +3.43, +16.835, +168.78455, +1043.000, -28.000, +240.000
1583356440, +3.43, +16.903, +167.76267, +1043.000, -26.000, +240.000
1583356500, +3.43, +16.894, +168.40676, +1041.000, -24.000, +241.000
1583356560, +3.43, +16.911, +168.59256, +1032.000, -26.000, +248.000
1583356620, +3.43, +16.886, +168.53063, +1036.000, -26.000, +248.000
1583356680, +3.43, +16.903, +168.73810, +1040.000, -26.000, +240.000
1583356740, +3.43, +16.877, +168.68855, +1036.000, -25.000, +246.000
1583356800, +3.43, +16.903, +168.85886, +1033.000, -32.000, +249.000
1583356860, +3.43, +16.903, +167.80293, +1039.000, -29.000, +240.000
1583356920, +3.43, +16.877, +168.44392, +1040.000, -26.000, +241.000
1583356980, +3.43, +16.869, +168.36341, +1031.000, -28.000, +244.000
1583357040, +3.43, +16.877, +168.61423, +1044.000, -25.000, +240.000
1583357100, +3.43, +16.920, +168.31077, +1043.000, -26.000, +240.000
1583357160, +3.43, +16.903, +167.68216, +1033.000, -32.000, +246.000
1583357220, +3.43, +16.894, +168.50585, +1032.000, -29.000, +244.000
1583357280, +3.43, +16.911, +168.66378, +1036.000, -25.000, +243.000
1583357340, +3.43, +16.920, +168.78455, +1039.000, -24.000, +240.000
1583357400, +3.43, +16.920, +168.73810, +1043.000, -28.000, +243.000
1583357460, +3.43, +16.920, +169.18710, +1038.000, -26.000, +243.000
1583357520, +3.43, +16.945, +169.07562, +1033.000, -31.000, +248.000
1583357580, +3.43, +16.920, +168.60185, +1033.000, -28.000, +248.000
1583357640, +3.43, +16.928, +168.68236, +1031.000, -31.000, +246.000
1583357700, +3.43, +16.962, +168.03827, +1024.000, -32.000, +252.000
1583357760, +3.43, +16.937, +168.45011, +1033.000, -29.000, +246.000
1583357820, +3.43, +16.937, +168.54301, +1033.000, -29.000, +248.000
1583357880, +3.43, +16.928, +167.82460, +1030.000, -31.000, +246.000
1583357940, +3.43, +16.954, +168.47179, +1031.000, -26.000, +248.000
